yyyymmdd,mean,top10_mean,max,std
20020909,6.7683506,61.516,68.43999,10.939672
20020910,0.3352999,12.998001,24.055,1.2291007
20020911,0.34977737,6.2444997,7.7449994,0.827791
20020912,0.30665183,6.5134993,8.464999,0.78308326
20020913,0.1792924,4.0915003,5.77,0.5355571
20020914,2.5657964,26.4245,39.289997,4.822688
20020915,7.255542,51.513996,53.865005,10.720953
20020916,0.78677833,16.293,24.37,1.9618303
20020917,0.5612277,6.9995003,10.425,1.0299404
20020918,0.15696108,5.7105,8.92,0.5552591
20020919,0.37811387,8.07,10.239999,0.9845673
20020920,0.8622375,13.922501,19.294998,1.8254554
20020921,0.28780693,9.895999,18.869999,0.9807776
20020922,0.35779056,15.201502,20.534996,1.3815569
20020923,0.22238752,12.7785,16.955,1.1153755
20020924,0.1208552,3.4854999,5.2250004,0.42166847
20020925,0.25767106,7.458,10.099999,0.7819432
20020926,0.9449016,16.0955,19.924997,2.2705624
20020927,2.8275445,31.899502,37.825,5.265111
20020928,6.463069,64.8255,115.185,8.471433
20020929,8.158593,66.614494,97.235,10.15643
20020930,10.811579,98.133,137.42,14.974177
20030401,0.20085518,10.5785,14.195001,0.9592755
20030402,0.7493511,28.450998,35.85,2.8960872
20030403,2.7771814,60.5065,72.04,8.3924675
20030404,0.69930655,24.407,27.33,2.9157004
20030405,0.5724485,22.277,30.309998,2.2957523
20030406,0.34846994,9.199499,12.855,1.0353519
20030407,0.8983927,14.617,18.495,2.1783817
20030408,0.31216964,15.828001,31.115,1.4295835
20030409,1.8227602,46.164,57.984993,5.716411
20030410,2.533046,53.356,58.435,7.2213964
20030411,2.4493997,33.474,41.145,4.7703047
20030412,0.69528115,25.955997,32.69,2.6319141
20030413,0.8556162,17.889,23.375,2.5107837
20030414,0.11582241,4.988,9.585001,0.50998354
20030415,2.3742313,41.413494,50.56,6.3588862
20030416,1.4170384,27.8905,49.64,3.6744468
20030417,0.81417286,34.657,72.17999,3.049981
20030418,0.9021322,36.788,70.284996,3.33089
20030419,1.8885194,64.10949,122.52998,6.747062
20030420,4.474796,83.9895,128.66501,10.503636
20030421,2.3961926,34.072,47.265,4.8894854
20030422,0.9471625,48.8135,114.92999,4.3600764
20030423,0.8619588,23.961998,28.64,2.6969147
20030424,1.7966026,36.3615,45.355,4.8641067
20030425,0.8001499,39.832996,49.14,3.7586105
20030426,1.0145993,20.012499,24.17,2.9749851
20030427,2.9492643,62.804497,75.23499,7.967488
20030428,5.1693015,50.394997,53.859997,9.91643
20030429,4.427832,48.989998,63.719994,8.730532
20030430,1.7048217,26.840998,37.515,3.7789912
20030501,3.6496208,61.4935,70.560005,8.920898
20030502,0.6993018,18.418,24.935001,2.2249196
20030503,1.6494776,40.825,55.070007,5.030039
20030504,1.3990229,33.829502,42.535004,4.278974
20030505,2.547123,66.121994,81.01499,8.506726
