yyyymmdd,u_mean,v_mean,ws_mean,SWF,SSWF,cwv_1000_700,cwv_700_500,IVT,ERA5_all_lv0,ERA5_all_lv1
20010509,3.6677205562591553,3.074918746948242,4.903006553649902,1,0,37.71406009060845,7.7138125661480315,188.9747732656973,-0.11766206,-0.1969297
20010510,-1.649442434310913,0.38824331760406494,2.5431501865386963,0,0,39.245159365329926,9.563314530360444,113.70692831852948,-0.02615459,-0.32275358
20010511,-5.05811882019043,-4.949123859405518,7.375324726104736,0,0,38.41919302576386,11.260080648257203,323.49771383121544,-0.41956925,-0.12044278
20010512,-4.474609375,-7.339141845703125,9.061269760131836,0,0,37.0551303904357,10.65758515425882,342.9448592064339,-1.1035843,-0.2770239
20010513,-0.08716475963592529,-2.6234090328216553,4.684302806854248,0,0,33.892879299803326,8.806769203150422,129.3383466806928,-1.600379,-0.6476596
20010514,-1.3999617099761963,-0.23059207201004028,3.3716423511505127,0,0,32.96497034789601,8.954673203349866,101.38188029759557,-0.48227024,-0.055823345
20010515,0.11356057971715927,3.0049633979797363,4.092932224273682,1,0,37.72818845096363,12.182341793979875,116.61500083033077,-0.50406814,0.051960405
20010516,-0.26518917083740234,4.076119422912598,4.35814094543457,0,0,39.39479093893575,9.301248292025136,150.02906027462137,0.010599442,0.15604565
20010517,2.684260845184326,6.997498035430908,7.558992862701416,1,1,38.08204230320862,8.006760483010495,255.04574290823746,0.33352682,0.061249275
20010518,6.7141008377075195,9.123501777648926,11.335433959960938,1,1,41.2491360328703,12.800532405704312,433.9424531761259,0.5763419,-0.19378324
20010519,10.90802001953125,6.004479885101318,12.554348945617676,1,1,42.396210399810975,14.468915420758915,509.6595096824311,0.040783416,-0.25333068
20010520,7.788476943969727,3.3173840045928955,8.476858139038086,1,1,41.769216950434725,12.346216134683024,348.3520914920895,0.06040687,-0.3530016
20010521,8.810842514038086,4.602541446685791,9.951602935791016,1,1,41.61988739127995,11.909521495799423,395.7355529129043,0.046020374,-0.5003166
20010522,11.00036907196045,2.746621608734131,11.364104270935059,1,1,42.609784685234786,13.63518123895206,454.6615133855525,-1.2072356,-1.5876701
20010523,4.999576568603516,0.7694233655929565,5.179742336273193,1,0,41.64448417079687,11.788422890546387,188.75321374541437,-3.061227,-1.7105054
20010524,-0.46092429757118225,0.48976248502731323,1.8375178575515747,0,0,37.141981571554986,7.536389493038724,63.64765641982593,-3.1907089,-1.6194779
20010525,-2.213771104812622,1.4394350051879883,2.822951078414917,0,0,36.01469818627325,7.319358865951524,103.65064353988635,-4.6031632,-1.2684429
20010526,-1.6516085863113403,1.7132139205932617,2.632481813430786,0,0,37.848090537069936,10.33841143958509,101.85683853109317,-2.952776,-0.15788564
20010527,-1.9049291610717773,2.3530895709991455,3.1878349781036377,0,0,42.30396310066263,12.995544127532106,138.55111816235257,-2.3770266,0.033861347
20010528,-0.697340726852417,2.4546265602111816,3.088996410369873,0,0,43.581501196357316,14.101943572652951,136.865098938723,0.24626076,-0.7249019
20010529,3.8142168521881104,4.015867710113525,5.788507461547852,1,0,44.462311693898386,13.853779312136735,252.6221628599018,0.3956541,-0.580011
20010530,6.418357849121094,2.8277604579925537,7.21706485748291,1,1,43.10583678004987,14.193377003388727,310.8206411368031,0.26484725,-0.6249032
20010531,2.7551276683807373,1.0059802532196045,3.171328067779541,1,0,42.343111188253175,14.329894231049732,112.26306801719319,0.19416441,-0.4003494
20010601,0.6586653590202332,2.131688356399536,2.2889227867126465,0,0,40.912689744908896,13.967947942478443,72.15174431405921,0.86496365,-0.14393078
20010602,1.352424144744873,3.24161434173584,3.6621906757354736,1,0,39.77530983788352,13.28240529134297,136.05336986543946,1.5641569,-0.10303224
20010603,3.122225046157837,3.115072011947632,4.467043399810791,1,0,37.51671605450169,10.961972279080342,137.4290165070453,1.6517832,-0.20018052
20010604,6.123697280883789,5.511315822601318,8.283356666564941,1,1,38.7022439581729,10.567545756240253,300.37748999378886,1.0528916,-0.41443208
20010605,5.249562740325928,6.767884731292725,8.589784622192383,1,1,39.577986795976464,11.72218944911424,339.6775063757825,0.7605036,-0.60700136
20010606,4.298623085021973,6.640785217285156,7.943385124206543,1,1,38.91902537623884,11.975823894326464,286.2843810400893,0.86978066,-0.4450089
20010607,3.636641263961792,6.032310485839844,7.067944526672363,1,1,38.28091513631599,10.860132093433121,253.5582790374192,0.63883257,-0.4950697
20010608,2.158416271209717,4.897698879241943,5.39415168762207,1,0,38.5663579167778,10.478582817953534,207.14263555306974,0.41510493,-0.6473246
20010609,2.2397449016571045,4.244925022125244,4.9236884117126465,1,0,39.110466664836125,10.385901135303913,187.53815571171458,0.33583152,-0.7470054
20010610,4.428472518920898,3.78629994392395,5.895354747772217,1,0,38.39569993244331,9.42633934769649,216.39399293292888,0.01122337,-1.365798
20010611,6.012112140655518,4.325822830200195,7.45822811126709,1,1,38.760639295119596,9.077160907993747,281.07832578750686,-0.55265266,-3.0723357
20010612,7.789549350738525,6.453903675079346,10.12320613861084,1,1,40.34766984691802,10.952986261601291,400.68078508027406,-0.8627898,-4.0519376
20010613,12.531096458435059,9.331999778747559,15.629700660705566,1,1,41.22255880310356,11.559126492303,620.9233286918555,-0.86935556,-3.9929504
20010614,11.584172248840332,8.751858711242676,14.54085636138916,1,1,41.215217005691514,12.1622070916965,566.4526961279125,-0.28434557,-3.4260194
20010615,5.187331676483154,9.146652221679688,10.5300931930542,1,1,41.6531757135687,11.308790040206787,400.9241003281901,-0.016331924,-2.5586026
20010616,2.100017547607422,7.291673183441162,7.644520282745361,1,1,40.383577843923284,9.300322490521307,286.51930326394285,0.7687905,-2.4074614
20010617,-2.6834492683410645,1.8622990846633911,4.1746039390563965,0,0,36.58146372285324,8.23255054050443,145.39038736164224,1.5257449,-2.0270114
20010618,-2.1270182132720947,-1.489709734916687,3.2970242500305176,0,0,39.050902978936875,8.27882715269955,135.56129868763406,1.8610816,-1.5917424
20010619,3.2816174030303955,0.04569786414504051,3.631016969680786,1,0,39.3251806154213,9.952967922519148,145.48748345399093,2.7891238,-3.8133204
20010620,-0.13242207467556,3.9437735080718994,4.0117902755737305,0,0,40.55485926825408,12.377973388963971,167.38942996787802,3.9365468,-3.8360815
20010621,-5.1501569747924805,2.8222696781158447,5.901417255401611,0,0,42.256413437155274,10.162927224151108,242.83099071044253,3.4579575,-3.5465243
20010622,-3.281355857849121,-4.634101867675781,6.482778549194336,0,0,42.53722879165062,12.9314530471272,236.38217221048413,1.7447606,-2.4452684
20010623,4.790057182312012,5.4397759437561035,7.465266704559326,1,1,42.095076584001156,13.081322729430283,316.91345979801304,-0.06375682,-1.0051258
20010624,-0.5355876088142395,11.44479751586914,11.564661026000977,0,0,42.024053377245295,14.297673920346119,461.76484293336625,0.7981676,-1.4141971
20010625,-0.8888669610023499,13.755596160888672,13.79931354522705,0,0,41.35999367294722,13.671593788533714,538.6713556890751,2.5483775,-1.7812608
20010626,-1.1877834796905518,10.50515365600586,10.596050262451172,0,0,40.801891818733544,13.46421429204916,425.62959696539934,4.352357,-2.5339758
20010627,-4.469595909118652,7.5798420906066895,8.883445739746094,0,0,40.30817384258055,10.551635930896037,344.7244464666209,4.856412,-2.7323287
20010628,-6.881148338317871,4.94047212600708,8.51795482635498,0,0,39.724984129363335,9.932609231380066,337.34420991427965,4.230606,-2.6023285
20010629,-10.351704597473145,5.262357711791992,11.675949096679688,0,0,42.12836160032459,12.629845947210065,469.87228788890013,5.2717867,-3.2394392
20010630,-12.225311279296875,11.53284740447998,17.09728240966797,0,0,43.065079629912674,13.144454405965659,702.9770851700194,3.7676606,-3.4061687
20010701,-7.617501735687256,14.50185775756836,16.4988956451416,0,0,41.86068497812088,11.441465227225414,670.3465782011021,-0.5492415,-0.7058285
20010702,-9.384303092956543,8.031876564025879,12.497354507446289,0,0,39.11504454402546,11.103173156634243,461.83526455313427,-0.74008954,-0.56223404
20010703,-7.591823101043701,-1.774973750114441,8.139370918273926,0,0,34.56816307314503,7.2423022614196455,274.3393366210427,-1.1917281,-0.884178
20010704,-7.154648780822754,-17.120298385620117,19.829423904418945,0,0,42.86025215852873,15.649666735606521,793.7463509958982,-1.5915861,-1.9715066
20010705,1.8139230012893677,4.281160354614258,20.36883544921875,1,1,49.53978558154065,19.159110010065792,951.0590619157739,-2.1535106,-3.2873533
20010706,6.95892858505249,18.21239471435547,19.71288299560547,1,1,44.850410589019326,14.558586616695672,881.4404437783046,0.05002855,-4.5565443
20010707,-1.8898202180862427,9.65679931640625,9.843350410461426,0,0,42.37652738882102,12.222252164346102,418.7308286917748,0.18328232,-3.1035743
20010708,-1.9645676612854004,3.4249861240386963,4.167409420013428,0,0,41.39295471398607,9.02219313113979,171.2450793907957,0.026571112,-3.1955676
20010709,-0.2404365986585617,-0.847439706325531,1.790830135345459,0,0,39.00610689105851,11.36365473662722,61.48718154653537,-0.09707484,-2.7408192
20010710,3.4839377403259277,-1.1707390546798706,3.7536141872406006,0,0,37.091457853724805,9.041302865382287,163.1048386972478,-0.07437703,-2.4713378
20010711,7.52764368057251,0.5165866017341614,7.587239742279053,1,1,38.31584775165454,10.619027551050644,310.15134490766997,0.31925783,-2.4147165
20010712,7.187900543212891,3.853069543838501,8.177373886108398,1,1,39.806164986776565,11.859712635903726,333.81092139736745,0.55160284,-2.0031936
20010713,4.911787986755371,5.407639026641846,7.3287506103515625,1,1,40.264196585944816,9.403494945254607,301.47733699906746,1.0307374,-2.62664
20010714,3.5230510234832764,5.662580966949463,6.683162212371826,1,1,39.57336151912039,8.52504985891352,258.50640389747514,0.34834963,-2.5381765
20010715,5.4856181144714355,4.9685211181640625,7.421749591827393,1,1,39.858065128283684,9.868708176433252,286.29933925105183,0.47929585,-3.9856498
20010716,6.729697227478027,4.135246276855469,7.911582946777344,1,1,41.803990429118464,11.480011757623716,321.33249613313757,0.33470517,-4.094231
20010717,7.852702617645264,6.350802421569824,10.128939628601074,1,1,41.548975661861085,11.008683899788954,411.2040005978079,0.67749786,-4.361124
20010718,5.6049909591674805,7.227732181549072,9.159003257751465,1,1,41.0645581177256,10.00516963475746,371.20777863004173,0.8981962,-3.5619254
20010719,1.5551278591156006,4.642572402954102,4.9849534034729,1,0,41.0736380298994,9.94464067724961,196.4982705813019,0.5784804,-2.387841
20010720,-6.766849040985107,3.515394449234009,7.634390830993652,0,0,42.58139186092909,12.769406360981652,317.11703189221345,1.2812192,-1.8430308
20010721,-3.7130167484283447,8.81361198425293,9.61710262298584,0,0,40.955952445634686,11.664826721662317,390.54239146789683,1.2567687,-1.4388133
20010722,-0.7827067375183105,2.577357530593872,3.0044896602630615,0,0,39.77626793737969,9.194115956998516,121.9874736325748,1.2700078,-0.91756994
20010723,-1.037280559539795,-4.197779655456543,4.610836505889893,0,0,39.46667238919625,10.687127655567803,168.3273922344828,1.0188957,-0.78167045
20010724,-5.428488254547119,5.134961128234863,9.785515785217285,0,0,42.8720499841429,14.480139450981916,398.9160568561728,0.8312294,-0.87625575
20010725,-2.714176654815674,9.307682991027832,9.946062088012695,0,0,40.80026620617356,13.129714231618115,401.71932081162373,-0.7028141,-1.4224302
20010726,-1.8000624179840088,4.220030307769775,4.734021186828613,0,0,40.70643019115005,12.662616277994816,205.27425183207504,-2.1537616,0.17987548
20010727,-0.7260349988937378,1.0940399169921875,1.6694806814193726,0,0,40.44994065434692,12.624762354707334,63.83692496175523,-0.7683019,-1.6186147
20010728,1.185246467590332,-1.0623530149459839,1.7378990650177002,0,0,38.929561220633204,12.503029427257458,70.85989585035382,0.45439023,-0.9373257
20010729,4.8696746826171875,-0.6165093183517456,4.9675374031066895,0,0,39.05833710424281,10.927098931206052,203.2243140629108,-0.09912576,-1.8831699
20010730,8.122456550598145,2.2730486392974854,8.449721336364746,1,1,39.134685211795436,10.91775825771775,316.0465585059181,-0.9798668,-2.500354
20010731,6.173958778381348,2.7383499145507812,6.7696213722229,1,1,41.90298371432887,11.552348302970943,280.71762952348837,0.09062933,-0.52426314
20010801,2.0332601070404053,1.9175947904586792,2.8766136169433594,0,0,42.67143387623489,12.231430423941536,133.71697724939543,0.9431844,-1.0753489
20010802,-4.144002437591553,2.2901623249053955,4.791413307189941,0,0,41.28990710253457,11.846515563961002,190.16770653141572,0.576672,-0.7626823
20010803,-7.198614597320557,-1.5236040353775024,7.380115985870361,0,0,39.919594018792765,9.556739022013664,275.7249195186922,0.6126218,-0.7071074
20010804,-9.327110290527344,2.4059698581695557,9.730217933654785,0,0,40.838166362508716,9.404135011352686,390.47683978586696,0.5361938,-1.0184096
20010805,-4.5172247886657715,4.244836330413818,6.208867073059082,0,0,41.11935443547862,7.720200632550011,245.98139954237968,-1.8015851,-0.24410126
20010806,0.21827341616153717,1.0942107439041138,1.1976022720336914,0,0,39.15760867284978,7.111638222844784,72.10273296209381,-2.0313804,0.032268796
20010807,-0.7741340398788452,0.12663772702217102,1.04887056350708,0,0,38.4154890355717,7.1644763997908125,45.35845957008433,-1.2073911,-1.2601703
20010808,-5.322412967681885,1.6627788543701172,5.680758476257324,0,0,40.73424092176553,9.463165701572304,220.5335096614371,1.9344003,-1.4107146
20010809,-7.217240333557129,5.740104675292969,9.267784118652344,0,0,42.501407516063075,10.24845064481293,376.76781339909684,2.1854112,-1.7763882
20010810,-2.3851983547210693,6.1921491622924805,6.685552597045898,0,0,42.271501393930336,11.283863967754629,285.55950511053584,2.287716,-1.7479211
20010811,-0.5632476806640625,0.10063951462507248,1.353963017463684,0,0,39.963935020124936,9.242697488526506,55.03483176513259,1.2539515,-1.7303877
20010812,-3.4400250911712646,-2.710217237472534,4.388949394226074,0,0,39.46284240274941,9.30927514166412,153.15705385137161,-0.40231982,-0.6922147
20010813,-6.179486274719238,-1.2655338048934937,6.330835342407227,0,0,38.92754770762453,9.558504555790291,224.71017189120994,-0.432369,-0.78864515
20010814,-6.384960174560547,-2.0533933639526367,6.727910995483398,0,0,38.62493618121759,9.956725930849236,228.1138114942704,-0.8415965,-0.5549124
20010815,-4.676239013671875,-3.0277090072631836,5.638030529022217,0,0,40.45742673563863,10.459033697782681,204.86257857771398,-1.2053928,-0.3184256
20010816,-6.477508068084717,-2.8341426849365234,7.209100246429443,0,0,42.275791973242306,11.307098396075002,275.88774507469947,-1.3381091,-0.30537388
20010817,-6.337008953094482,-2.219418525695801,6.743319034576416,0,0,41.34478501660499,12.339534527986519,253.6142058903143,-1.4699051,-0.36460575
20010818,-4.546527862548828,-1.9586572647094727,5.022466659545898,0,0,40.291588645323074,9.658479954165612,203.2710088090816,-2.1330955,-0.73801506
20010819,-4.629926681518555,-2.188405990600586,5.313250541687012,0,0,38.9683063593439,6.035396613474618,203.28015604501027,-2.6941648,-1.2032766
20010820,-4.419893264770508,-2.3149476051330566,5.10886287689209,0,0,38.31485323219094,8.118839076330355,190.86400978272792,-2.8544881,-1.5619911
20010821,-4.418844223022461,1.6752811670303345,5.370126724243164,0,0,43.602100964419456,14.960108290816377,226.3188739341164,-0.6367121,-0.96234745
20010822,-1.29342782497406,0.3079395890235901,3.5329127311706543,0,0,46.89081684762394,13.777443051089246,145.50792514857855,0.6225064,-1.9842517
20010823,0.7253555655479431,-1.9133793115615845,2.584002733230591,0,0,42.80622104519243,9.831970756363166,129.48057610009494,4.898797,-5.075613
20010824,-0.8441417217254639,-0.4697001278400421,2.18618106842041,0,0,42.70563246711479,9.58529019491528,83.5642197760439,4.3068037,-4.1044703
20010825,-2.512753963470459,-1.058653473854065,3.48004150390625,0,0,44.41503693483947,12.966768516231825,126.61863210859134,4.5809546,-3.8177633
20010826,-6.665136814117432,-1.025685429573059,6.977919578552246,0,0,46.148142589242994,14.898213206028757,286.5898489286827,-0.6511813,-0.6036237
20010827,-6.945572376251221,1.6573333740234375,8.241345405578613,0,0,46.01396676610096,15.087603451379758,363.6279902049911,-0.8375739,-0.42991737
20010828,-4.840836524963379,8.944123268127441,10.67702579498291,0,0,44.68143175711252,15.656470281801292,469.0069264880277,-0.7057821,-0.51089287
20010829,0.9374398589134216,12.23928165435791,12.447497367858887,1,1,44.83404616316328,15.602451044473808,527.6010435446703,-1.298893,-1.1848282
20010830,4.379378795623779,11.710455894470215,12.522747993469238,1,1,44.31017808452431,14.652561486921174,511.6396026508759,-3.112652,-2.65511
20010831,5.725452899932861,7.9163923263549805,9.824190139770508,1,1,43.900492780913815,12.436352549351845,404.6489972649272,-2.5447028,-2.8975363
20010901,5.93400239944458,3.0894217491149902,6.788691520690918,1,1,45.407354311871714,12.995661271905469,278.6596766692378,-0.52665186,-1.3354654
20010902,3.3995401859283447,2.3087053298950195,4.369988918304443,1,0,44.989098612270276,14.035401964475426,175.42374314937126,1.1577389,-1.119993
20010903,4.191153049468994,2.89510440826416,5.213251113891602,1,0,42.947917846271864,14.490821549791395,184.5215539918725,0.1357801,-0.28859055
20010904,7.605543613433838,3.655587673187256,8.549019813537598,1,1,42.569000474008966,14.674342775001088,324.005813424983,-0.18112525,-0.22227916
20010905,9.022687911987305,3.572845697402954,9.828295707702637,1,1,41.86719820962773,12.979078854981903,394.2964004779744,-1.8540565,0.41149685
20010906,10.122267723083496,1.2914055585861206,10.253998756408691,1,1,42.49960507550825,14.06103452513305,410.2525984112087,-3.0746102,0.40826067
20010907,3.710827350616455,-1.3847440481185913,4.910025119781494,0,0,42.99523017594184,14.624163716866507,199.24218497721336,-3.5231457,1.1107477
20010908,-3.34773850440979,-2.090179443359375,4.768050670623779,0,0,36.61032605712406,11.542721673575679,161.82791636141835,-4.3881345,0.7890019
20010909,-1.4320322275161743,-0.07941003143787384,4.809307098388672,0,0,35.20965702292355,11.83753810546157,135.16400732493648,-3.300037,-0.5153395
20010910,1.794929027557373,2.255779504776001,4.332174301147461,1,0,38.55868064075047,11.687019552540269,153.39049845323518,-0.9923258,0.51507914
20010911,1.3785659074783325,1.1123988628387451,2.9071238040924072,0,0,40.63174668605091,11.155615022058582,103.18470365564474,-0.8545658,0.5657189
20010912,0.2641989588737488,-1.8047176599502563,2.56000018119812,0,0,38.44111308053472,8.59049201350857,84.4195677973157,-1.5902159,0.8298775
20010913,-0.4804876446723938,-1.7666205167770386,2.1380999088287354,0,0,36.69202145643962,8.47355042012428,69.3593646545856,-1.9945371,1.0296549
20010914,0.08299005776643753,-2.4097988605499268,2.6172633171081543,0,0,36.150289620582754,7.424779325278049,76.76944484945761,-1.8457454,1.1543294
20010915,-0.22843235731124878,-1.8571621179580688,2.096576452255249,0,0,33.478956449751045,4.750796357634104,59.48959770132474,-2.3992944,1.5305814
20010916,0.9640231728553772,-1.9230420589447021,2.299015998840332,0,0,34.563403594904756,5.2717141561927,83.43089248772391,-1.942743,0.98770314
20010917,2.220590591430664,-1.6991455554962158,2.9799225330352783,0,0,34.836692337812075,5.707203726169855,136.3287931635522,-2.45545,0.8707404
20010918,3.9623496532440186,-2.393007755279541,4.921310901641846,0,0,34.94304442853137,7.550815882567043,175.19306147321348,-1.756651,0.75257236
20010919,3.8402130603790283,0.3438015580177307,4.725322723388672,1,0,38.833552081558025,11.128102001267983,190.16563745636458,-0.37143105,0.49526486
20010920,-1.0201483964920044,4.184835433959961,4.768327236175537,0,0,39.28873553414707,11.01969899735153,182.1837973393504,-1.2025015,0.6806765
20010921,-5.968615531921387,-1.389083981513977,6.393759727478027,0,0,38.67969179475784,10.995713479797532,255.4054592107629,-2.1431322,0.7392529
20010922,-4.2094316482543945,-5.690597057342529,7.357502460479736,0,0,35.57474312837856,7.51507052364382,335.3492301077146,-2.041688,0.5181156
20010923,-5.245809078216553,-8.69311237335205,10.21985912322998,0,0,36.01407472181996,7.97025861956909,379.2180944301043,-3.5517433,0.54872906
20010924,-3.581570863723755,-11.054357528686523,11.751649856567383,0,0,41.162695794576116,10.737257745740935,483.31362279327794,-2.1079125,-0.5864508
20010925,-4.264364242553711,-15.114675521850586,16.020740509033203,0,0,40.89675199665796,10.368920148468188,586.3131367964103,-3.3893805,-1.7802721
20010926,0.9396191835403442,-11.753474235534668,12.080012321472168,0,0,39.519761617639425,14.365506691215177,405.68456695267105,-2.8497305,-0.5791343
20010927,3.5718750953674316,-3.7808027267456055,6.092466354370117,0,0,38.77970037934165,13.73399925831001,237.83665591877835,-2.6062744,-0.039926186
20010928,0.8061429858207703,-4.087461948394775,4.995339870452881,0,0,40.277088978011655,12.532596006289216,179.53387940150924,-0.13492261,-0.38188785
20010929,4.174878120422363,-0.4395911395549774,4.387283802032471,0,0,38.77761224064887,11.097368826423567,168.51939005049812,0.40995875,-0.46598643
20010930,-0.05063868686556816,-1.5610556602478027,2.2512505054473877,0,0,36.70643405682968,8.027145948741902,69.92565968175856,0.44745126,-0.60572106
20020401,0.7818808555603027,1.55754816532135,2.0153326988220215,0,0,31.752350299877648,7.949775821963871,56.5012573812584,-0.09901205,2.5955877
20020402,5.084554672241211,0.554205596446991,5.170773029327393,1,0,27.907496816740164,5.073676982491146,123.1448358314839,-0.7522517,2.155426
20020403,4.672471046447754,-0.49993252754211426,4.879510879516602,0,0,27.394578870883034,5.3497381097224315,131.45800486087856,-0.5771254,1.5888764
20020404,1.3363194465637207,3.372274875640869,3.6981704235076904,1,0,29.231339088057616,4.710218342019804,98.42567833066347,-0.8244002,1.3657867
20020405,4.507787704467773,7.102081775665283,8.4457368850708,1,1,24.016616474354443,3.043874335426259,170.89277965916904,-0.8328485,1.4824259
20020406,6.625461101531982,4.646249771118164,8.14761734008789,1,1,20.759378143140122,4.371624744370654,138.21488085411505,-0.98812056,1.6715094
20020407,4.218935012817383,3.4747936725616455,5.7045578956604,1,0,18.999442199475347,1.9426388067792224,85.04882907083181,-2.471986,2.2987466
20020408,4.553290843963623,3.5034658908843994,5.821288108825684,1,0,21.451549911008488,1.400903704044561,80.28482779654163,-3.3021097,2.5098047
20020409,1.4789565801620483,2.3514838218688965,3.1720120906829834,1,0,24.614043657205066,3.676840856863759,49.20443122474545,-2.410526,2.208929
20020410,0.5003822445869446,2.1686782836914062,2.4473628997802734,0,0,27.70818812533558,6.560486274444926,81.38696282876884,-0.36853567,1.6292871
20020411,0.800241231918335,-1.2611985206604004,2.5421526432037354,0,0,30.536821446096035,6.572483067656473,107.34814598190161,-0.19422887,1.7928927
20020412,-1.1499428749084473,-0.4117535948753357,2.247870683670044,0,0,30.91085755318548,6.979999970327935,107.01201048153253,0.021292675,1.5630211
