yyyymmdd,wind1000_r,wind1000_theta,wind925_r,wind925_theta,wind850_r,wind850_theta,wind700_r,wind700_theta,wind500_r,wind500_theta,wind300_r,wind300_theta,wind200_r,wind200_theta,IVT_r,IVT_theta
20010423,7.258693218231201,-4.70547180085266,6.4320197105407715,-4.567427012142829,2.225865602493286,1.1497759340613838,3.7158026695251465,-1.160211185899651,9.841472625732422,-1.4782588662557075,12.194981575012207,-1.7848144980246157,13.540993690490723,-1.606266273869224,116.40056281123786,1.5564597638391042
20010424,6.261407375335693,1.0983929225185638,5.391878604888916,1.203834076817469,3.536062240600586,1.2998799216918777,3.4464526176452637,-1.3799924491843902,9.30029582977295,-1.9189671059770341,16.51572036743164,-2.0396421034422993,18.81127166748047,-1.9555630964936679,119.8597678888833,1.153203844670911
20010425,10.725397109985352,0.8473719067993923,8.156230926513672,1.1625711829314374,3.814256429672241,1.5567427648523,3.2521233558654785,-2.178631972050289,11.839926719665527,-2.0030667289184576,22.2763614654541,-1.9348092390997635,28.316253662109375,-2.0703874755667746,176.81379182335345,1.1582184122287664
20010426,10.529083251953125,1.0492721922509132,9.051525115966797,1.3936169043749582,5.180047988891602,-4.44776329224465,2.946401596069336,-2.1115263715985293,11.094372749328613,-1.789581617048202,20.09705924987793,-1.7157692770475719,29.391939163208008,-1.7964660604835938,202.73241406403264,1.429185262229586
20010427,6.639631271362305,-4.578927550251984,6.589019775390625,-4.145804907001911,4.314808368682861,-3.383295753623888,4.309647083282471,-2.360304229618227,10.000381469726562,-1.8526939886869491,20.760385513305664,-1.6979938975414859,27.38187026977539,-1.560735345170654,162.76412388288594,-3.8862110460195876
20010428,2.790225028991699,-3.431771334252997,3.9230852127075195,-2.818592673006828,5.371034145355225,-2.5148759413653767,4.47056245803833,-2.2919021645572077,9.914557456970215,-1.9629158620585607,19.77529525756836,-1.6156696410008418,23.205894470214844,-1.4970197009230835,149.67372737484743,-2.653043206111433
20010429,3.0411198139190674,-3.378756047860806,4.068021297454834,-2.37625059554474,6.1549177169799805,-2.3231447054180734,5.989436626434326,-2.3675292598806044,11.312243461608887,-1.9074269577433487,17.623193740844727,-1.4347737692872604,20.28472900390625,-1.2453768616248442,146.38639997167272,-2.4316487303537544
20010430,1.8772828578948975,-2.3628568140791026,3.2718865871429443,-1.673568517235399,3.9979910850524902,-1.6152464722719881,4.133057594299316,-1.7169225610840013,12.872570991516113,-1.750346205613377,17.6079044342041,-1.2701688208773456,16.429901123046875,-1.0773586360029146,94.75192545314881,-1.7438456130494253
20010501,2.6209185123443604,-0.8097857044691934,4.1668500900268555,-1.0730871914085522,4.828440189361572,-1.4081293111643882,7.333530426025391,-1.5052373208963368,13.343865394592285,-1.5655728561404985,15.662827491760254,-1.5757007256998325,18.518754959106445,-1.3849581213892264,139.0141519695332,-1.2774178631617685
20010502,1.5114580392837524,0.9541747074249325,1.319793939590454,-1.6583433941220043,3.3181915283203125,-1.380295489595611,7.0093994140625,-1.67307994817582,14.277530670166016,-1.7560400018528717,20.138286590576172,-1.6485303046306217,24.723173141479492,-1.5073835545022192,92.1711235047014,-1.5150078327587515
20010503,4.446439266204834,1.3517011884203716,3.1591696739196777,1.5011472919098425,1.4136478900909424,-0.2299779533439985,4.7096781730651855,-1.358004226995801,14.153830528259277,-1.5457705402526782,17.74527931213379,-1.5811178037250806,26.679311752319336,-1.3800281438376008,46.818565180643226,0.9764364980868381
20010504,6.296120643615723,-4.430439653973202,5.600418567657471,-4.285074344710488,2.478485345840454,-3.759721258294759,4.58447790145874,-1.8362817251468515,12.31542682647705,-1.470601863315936,14.808470726013184,-1.4760405803126893,17.23572540283203,-1.0589554433337507,122.53511387270902,-4.091119753967918
20010505,3.3768107891082764,-2.9790035775723,3.655748128890991,-2.8022137133267506,4.1613969802856445,-2.16518722920768,6.160153865814209,-1.791412486870767,11.181317329406738,-1.4552072239689182,10.187957763671875,-1.463885369864506,11.925278663635254,-0.9828008405965796,115.50437702034742,-2.4534369611884888
20010506,5.264528274536133,-2.3019914028280617,5.673917770385742,-2.1289255384730654,6.4540696144104,-1.7258889993881188,8.309757232666016,-1.6538861687654096,10.353975296020508,-1.3747307987109227,9.313336372375488,-1.4117029856165924,9.106378555297852,-1.425932266997096,206.44488824517424,-1.935559595716727
20010507,6.193418979644775,-2.264619910249027,7.315184593200684,-2.0837978852771135,6.526313781738281,-1.7900144665799678,8.32723617553711,-1.5009479986982948,10.704005241394043,-1.3043944228259052,6.705755710601807,-1.2833961503745188,6.352283477783203,-1.4166477270236735,253.4808393252493,-1.9228035552102418
20010508,5.272461891174316,-2.258405574356457,5.747661113739014,-2.0976352109459824,4.732169151306152,-1.9362516449124798,7.335457801818848,-1.6077286469196572,8.535445213317871,-1.5839222202972532,7.592310905456543,-1.6840630321442616,8.301518440246582,-1.9508021459548135,221.19783220775034,-1.974897902010139
20010509,3.7748663425445557,-2.942718915413354,4.522642612457275,-2.7235217712812894,4.903006553649902,-2.2685016081811336,7.7315802574157715,-2.039673404940171,10.792302131652832,-1.6928933533661783,10.850472450256348,-2.0970405880174936,13.169867515563965,-2.0133143980349746,188.9747732656973,-2.435815079693925
20010510,7.924681663513184,0.8211095380505236,5.75330114364624,1.200844205146594,2.5431501865386963,-4.481218340814861,3.860924005508423,-1.9370246701649,4.705625057220459,-1.8913982287757367,9.607892990112305,-2.014594669406426,13.247037887573242,-2.3174099370343324,113.70692831852948,1.1396512108408854
20010511,12.302947044372559,0.5837264780978253,11.176012992858887,0.7352096700831265,7.375324726104736,0.7962893403841478,4.149848937988281,0.12150860782873685,5.625763893127441,-1.0222437662380237,7.587615966796875,-1.8222415377834662,10.654656410217285,-2.203748366545015,323.49771383121544,0.7061171377476758
20010512,12.070676803588867,0.3707579894828097,12.3229341506958,0.46527954987474773,9.061269760131836,0.5475148444987794,4.17269229888916,0.3203831643830797,5.171802997589111,-0.3557947843408056,10.813299179077148,-1.2770494861387434,6.979437828063965,-1.9451679285933747,342.9448592064339,0.49901545239653977
20010513,6.248831272125244,0.41590359850041314,5.8009562492370605,0.40462055698667454,4.684302806854248,0.03321354183150427,2.9469947814941406,-2.0704009436756428,4.360673904418945,-1.5200258674763787,8.19846248626709,-1.4307059311445545,8.96644401550293,-1.6164985391493651,129.3383466806928,0.15736053181218268
20010514,5.263038158416748,1.007263754581723,4.732196807861328,1.008059339811326,3.3716423511505127,1.4075489899626525,3.869769334793091,-2.712236530530258,3.610377788543701,-2.9735713356242197,4.300479888916016,-1.819044890574578,8.00334644317627,-1.8865547198644457,101.38188029759557,1.2484332453489388
20010515,4.675103664398193,1.2186745900295892,3.396172523498535,-4.621742904411442,4.092932224273682,-3.1038196260771045,4.928211688995361,-2.721333983288446,5.9849724769592285,-2.511735055044582,5.7367143630981445,-2.1602704476464245,14.075567245483398,-1.6259121013179878,116.61500083033077,-3.702080782549114
20010516,4.361346244812012,-4.516966692922185,3.945981025695801,-4.001064278173467,4.35814094543457,-3.2065603189270258,6.586801528930664,-2.7603298961541505,5.139588832855225,-2.3486042920519052,6.6721086502075195,-1.5513870836099044,16.34988784790039,-1.2418724673170107,150.02906027462137,-3.495810447983117
20010517,5.076688289642334,-3.3240429024124154,6.086998462677002,-3.0873221038152767,7.558992862701416,-2.7753010905196414,7.75734806060791,-2.671516391992669,6.430695533752441,-2.3636910651379557,9.738240242004395,-1.7765408279631978,16.130746841430664,-1.0714684113231931,255.04574290823746,-2.921897733208703
20010518,7.844644546508789,-2.7173933396670975,9.801162719726562,-2.6579000945679114,11.335433959960938,-2.507168546214249,11.864404678344727,-2.399262344968511,11.701491355895996,-1.996114030826016,9.996784210205078,-1.5696835126333046,10.838953971862793,-1.2882816985500702,433.9424531761259,-2.558433458793143
20010519,9.770034790039062,-2.3170091806099764,12.040245056152344,-2.211198740712333,12.554348945617676,-2.0739962373369103,12.456805229187012,-2.047712023495512,9.365333557128906,-1.6104816360791485,4.216770172119141,-1.1936527143681088,5.527876853942871,-1.3400574097744302,509.6595096824311,-2.1415840494198957
20010520,7.3536553382873535,-2.2658021214707293,8.74658489227295,-2.1243658812666553,8.476858139038086,-1.9734585607585458,8.047804832458496,-1.808386519754055,7.946361064910889,-1.602489889287384,6.035820484161377,-1.9624508806926309,6.80897331237793,-1.891460643289073,348.3520914920895,-2.0315598984394363
20010521,7.040600776672363,-2.3153074142569245,9.421152114868164,-2.154744007070202,9.951602935791016,-2.052181292568173,10.502159118652344,-1.9323350019467433,11.775267601013184,-1.8667285239098659,9.96964168548584,-1.830624408157199,7.664429664611816,-1.6197578633629934,395.7355529129043,-2.093129334448076
20010522,7.2285027503967285,-2.0290669225567814,10.395898818969727,-1.9051491621954608,11.364104270935059,-1.8154780230452356,11.891606330871582,-1.7156035547182862,12.900540351867676,-1.6736113387722984,12.338822364807129,-1.7176552435805048,11.10542106628418,-1.7676824803493636,454.6615133855525,-1.8485436844863048
20010523,2.7992448806762695,-2.037286755143355,3.72861385345459,-1.9334419218164571,5.179742336273193,-1.723496015135892,6.465555191040039,-1.4833101785594156,5.081847190856934,-1.2504384252585323,10.023629188537598,-1.9117242253710867,10.901262283325195,-1.9158470984699028,188.75321374541437,-1.7385110099341876
20010524,2.3896827697753906,-3.746252614071265,1.977516770362854,-3.5534125596920134,1.8375178575515747,-3.896666058441296,3.0391786098480225,-1.3979386974516528,1.3503015041351318,-0.6923098564054673,3.12711238861084,-1.6149284974780072,7.049009799957275,-1.7295368361778412,63.64765641982593,-3.2947535300481974
20010525,3.947948932647705,-4.285567304793796,3.6920576095581055,-4.257645847096361,2.822951078414917,-4.135860147529801,2.3271095752716064,-1.6132850200431639,2.510418176651001,-4.13710367414396,1.9253414869308472,-4.623365454793991,9.201148986816406,0.5215540562161252,103.65064353988635,-4.170004044323209
20010526,3.302788257598877,-4.194327552621164,2.9967563152313232,-4.1552574053150035,2.632481813430786,-3.9086842192280367,2.914742946624756,-2.694896839724633,4.784620761871338,-3.4579705594878103,2.6509175300598145,0.8686243554051822,7.5795578956604,0.5332978287289203,101.85683853109317,-3.933860872412664
20010527,3.6176679134368896,-4.267234085946204,3.643983840942383,-4.176913691345822,3.1878349781036377,-3.8221259771754905,3.2340452671051025,-3.392536509328174,4.045101165771484,-3.244625460637689,4.151983261108398,0.41035273354325774,5.527070045471191,0.4889300078252301,138.55111816235257,-3.9275313096530144
20010528,3.649548053741455,-4.125993472518892,3.602999448776245,-3.866029879938351,3.088996410369873,-3.418392182838793,2.813119888305664,-2.9291110846007964,1.434626579284668,-2.6509205714344706,3.77512264251709,0.9323635862490676,2.858445405960083,0.7957934948846477,136.865098938723,-3.563210560519254
20010529,5.309277057647705,-2.527266971547278,5.783182144165039,-2.450310602396833,5.788507461547852,-2.3819421425245233,6.159278392791748,-2.3938196986036275,4.188783168792725,-2.5421093939991,4.418215274810791,-2.9160648490593797,3.2788422107696533,-3.2411329424364883,252.6221628599018,-2.4117299077070173
20010530,6.406669616699219,-2.0198345694931343,7.047732830047607,-1.9958350762933526,7.21706485748291,-1.9857838498980982,7.637398719787598,-1.966362270099998,6.543895244598389,-1.9411897923167625,5.793411731719971,-2.2663899884321737,4.9800028800964355,-1.7984442683010538,310.8206411368031,-1.993399605412801
20010531,3.6950109004974365,0.6295309059427172,3.0988059043884277,0.5061973946622733,3.171328067779541,-1.920886050349215,4.810761451721191,-1.7955532402313756,2.7136995792388916,-1.2682531666445618,1.9839260578155518,0.21631512625625082,5.868597030639648,-0.14143187422094372,112.26306801719319,-1.6726134494157296
20010601,3.9382946491241455,-4.638499623158515,3.0995287895202637,-4.134472637750678,2.2889227867126465,-2.8419108477108663,2.238065004348755,-1.918808485841211,1.9638959169387817,-0.6595115483595637,4.224617958068848,1.172157590025364,7.920801162719727,0.2388561618725502,72.15174431405921,-3.5661560891823765
20010602,3.8128631114959717,-4.073856862215756,3.7482454776763916,-3.5853446274930967,3.6621906757354736,-2.746341232978372,5.18948221206665,-2.4780829927068186,2.3625872135162354,-3.017813252578418,4.78329610824585,1.3263283820734317,7.790336608886719,0.38463715450633007,136.05336986543946,-3.063383550621766
20010603,2.1065680980682373,-3.4390383487854725,2.933635711669922,-2.7053452340057262,4.467043399810791,-2.3550476743508497,6.0628557205200195,-2.251029848648007,3.6078295707702637,-2.145663460853405,4.228546142578125,-3.8613319933612926,4.0928730964660645,0.7220747570104087,137.4290165070453,-2.5240146732659543
20010604,5.708736419677734,-2.5776745032032533,7.244686126708984,-2.415137323128461,8.283356666564941,-2.303610370270371,9.344046592712402,-2.3220680441060644,7.935377597808838,-2.2644793585108713,4.832414627075195,-1.3853946168132967,6.413398742675781,-1.4537782385175406,300.37748999378886,-2.3817983622310632
20010605,7.289584159851074,-2.6635609328960435,8.424459457397461,-2.582935685134321,8.589784622192383,-2.4818717369944734,9.972497940063477,-2.473745975930611,9.032397270202637,-2.3671259673918676,5.98953914642334,-0.7130975068217058,7.994751930236816,-0.9241749346132737,339.6775063757825,-2.5375712135720168
20010606,5.615954875946045,-2.8345203515284823,6.859003067016602,-2.726498167043192,7.943385124206543,-2.567113298701403,8.350729942321777,-2.570273129751399,6.115467548370361,-2.384952718069646,3.4932191371917725,-0.00822200740594825,10.149145126342773,-0.31171411835520013,286.2843810400893,-2.650738278238375
20010607,5.333688259124756,-2.958427678551984,6.340546607971191,-2.8419389692709673,7.067944526672363,-2.599072553503208,7.400671482086182,-2.5033520462877688,6.472408771514893,-2.444832487847046,3.996774196624756,0.7954695188028928,11.885775566101074,-0.47534640419745644,253.5582790374192,-2.7094786075636277
20010608,4.754367828369141,-3.0719682559650767,5.511520862579346,-2.96655925291104,5.39415168762207,-2.7264994051029454,5.642972946166992,-2.4647396757686995,5.9849162101745605,-2.214123204364305,3.032757520675659,-3.8269734567209825,9.651001930236816,-0.21772213915464955,207.14263555306974,-2.820710423986588
20010609,4.469503879547119,-3.1292355995910315,5.165836811065674,-2.9590199378439594,4.9236884117126465,-2.6560870504124177,4.501126766204834,-2.3360095847887075,4.388175010681152,-2.3902210438789977,2.683767557144165,1.3245728873892921,12.457010269165039,0.04734743768210703,187.53815571171458,-2.770021841437087
20010610,4.813098430633545,-2.6175559018013983,5.897456169128418,-2.4142936851214745,5.895354747772217,-2.2781802484855627,4.77488899230957,-2.264666775143132,3.533057451248169,-2.326265410495552,4.9510626792907715,0.9836626879247476,13.321255683898926,0.7845906803369034,216.39399293292888,-2.379802530496467
20010611,6.704964637756348,-2.4653544658383506,7.821849346160889,-2.31668494687266,7.45822811126709,-2.1945018598005075,5.84171199798584,-2.2677478270863674,4.299087047576904,-2.3777490495625075,4.078384876251221,1.2814983782759821,11.406599044799805,0.5101130088480557,281.07832578750686,-2.289047033084856
20010612,8.680120468139648,-2.4370673129934053,10.551802635192871,-2.3546095798655546,10.12320613861084,-2.2626953023327174,8.861408233642578,-2.202094023839738,7.236971855163574,-2.3323595179120202,2.9877614974975586,-3.504435366017474,3.7340359687805176,0.33776199362299386,400.68078508027406,-2.307926418543803
20010613,11.447214126586914,-2.4488538524994263,15.437905311584473,-2.347137381919906,15.629700660705566,-2.2109015327140806,15.588128089904785,-2.170577865666678,14.335471153259277,-2.2722170482816573,9.862774848937988,-2.7352959813767086,2.786827564239502,-1.8454914210881563,620.9233286918555,-2.2822602049961036
20010614,10.414904594421387,-2.3080810166526327,13.070940017700195,-2.266880722402605,14.54085636138916,-2.217809063860861,15.371145248413086,-2.232370331650036,16.29593849182129,-2.204501740312016,14.830036163330078,-2.2643714560928916,10.358902931213379,-2.1023414810775547,566.4526961279125,-2.2497120376974653
20010615,6.918252944946289,-2.8531735393512054,8.779426574707031,-2.791321974937624,10.5300931930542,-2.6256937618309433,11.399497032165527,-2.4334610318571244,11.420466423034668,-2.0395805620530805,13.484187126159668,-1.901750852004759,8.923759460449219,-1.9052245572564885,400.9241003281901,-2.6703992009917785
20010616,5.566723346710205,-3.2402322133721215,6.781752586364746,-3.0324743642997287,7.644520282745361,-2.8611790807791664,7.297104835510254,-2.7372745728852657,4.743741512298584,-1.9978404526169218,8.619807243347168,-1.7510093449422177,4.703925132751465,-1.6776604817005016,286.51930326394285,-2.939163088670691
20010617,3.7305243015289307,-4.18727515113012,4.262949466705322,-4.055057853632272,4.1746039390563965,-4.1057049218015695,3.2426326274871826,-3.794751264750884,2.49897837638855,1.166621909794209,3.8253684043884277,-1.9043233425307577,3.8047983646392822,-2.1846960338977515,145.39038736164224,-4.045228045872175
20010618,2.8547472953796387,1.1179710440010275,3.342984676361084,1.087804901800352,3.2970242500305176,0.9598189327157982,4.3167243003845215,0.4474266488580323,4.340661525726318,0.5029392729487618,3.02958607673645,0.8831388368471251,2.5248186588287354,-4.282374055108188,135.56129868763406,0.9351808363256549
20010619,3.696244478225708,-2.088762425701699,4.244956016540527,-1.8321189354484253,3.631016969680786,-1.5847208356611788,3.410648822784424,-1.124691152956089,1.414057731628418,-0.8333838077504931,2.513751745223999,1.1403688105498153,5.704958915710449,1.2237665503582957,145.48748345399093,-1.7049340176739323
20010620,4.29254150390625,-3.059442811876867,4.187797546386719,-3.061390555109373,4.0117902755737305,-3.175157548143547,4.013612270355225,-3.325906311658377,8.009172439575195,-3.314876379032344,3.0709378719329834,-4.1525795993765975,12.15716552734375,1.2867281761711693,167.38942996787802,-3.13105518119621
20010621,4.657057762145996,-4.288388435886784,5.700160980224609,-4.292791633872573,5.901417255401611,-4.211085015356476,6.876511096954346,-3.998664641111999,6.3069963455200195,-4.16503203927328,7.405555725097656,-4.63235362021067,9.313248634338379,-4.486551072037717,242.83099071044253,-4.20388205837431
20010622,3.037454843521118,0.24636673197430214,4.485339641571045,0.3702802145122255,6.482778549194336,0.6161341175245156,8.30746841430664,0.768382603909497,7.560898780822754,0.8203540770717357,7.0983805656433105,1.4806635597824336,5.6416916847229,-4.606171710493223,236.38217221048413,0.5541022225637184
20010623,8.267693519592285,-2.5801238962212274,9.528637886047363,-2.492841911969631,7.465266704559326,-2.4196214543670704,3.8269524574279785,-1.898772095250795,5.131839752197266,-0.0038398770292049633,3.181464910507202,-3.374286271569215,3.509751319885254,-4.7104897507438945,316.91345979801304,-2.4315523444517906
20010624,9.246910095214844,-3.3640720576877907,11.2097806930542,-3.239016703084343,11.564661026000977,-3.1883560097289845,10.826423645019531,-3.249478598338303,8.375234603881836,-3.354728415424833,3.626514196395874,-4.114738640967493,7.5978827476501465,1.0117815292060262,461.76484293336625,-3.239425468853584
20010625,10.300275802612305,-3.4183715275222237,12.60313606262207,-3.3100238104729014,13.79931354522705,-3.2061215092348787,13.350275039672852,-3.1598824701728754,10.619484901428223,-2.8066812542049044,2.905479669570923,-2.876794777900356,5.85451602935791,0.0322335898635413,538.6713556890751,-3.2626132700902186
20010626,9.1600923538208,-3.456529691902312,10.186542510986328,-3.3740423839547766,10.596050262451172,-3.2541812378109043,11.008377075195312,-3.1347604460652985,7.5935378074646,-2.8210086916776023,2.5631253719329834,-3.7772141791987917,5.596118927001953,-0.42210856949940534,425.62959696539934,-3.306373342012277
20010627,7.586594104766846,-3.8230567532784203,8.625177383422852,-3.7807361220859903,8.883445739746094,-3.6743810020014758,8.083489418029785,-3.558854710653466,7.986484527587891,-3.767006456064813,5.095796585083008,0.7009896287159694,10.215788841247559,0.10128925204320915,344.7244464666209,-3.7075085126625122
20010628,7.628612041473389,-4.184468917362262,9.191831588745117,-4.16252998953018,8.51795482635498,-4.089702800744701,7.895906925201416,-4.099668760815378,8.134743690490723,-4.393152115660913,8.33544921875,1.350980742117455,9.247580528259277,-4.708245281771745,337.34420991427965,-4.123991183792085
20010629,9.436746597290039,-4.38281894811608,11.773144721984863,-4.304442771773003,11.675949096679688,-4.2420784345074765,10.45703411102295,-4.176538098614195,9.81483268737793,-4.18459749189414,5.524899005889893,-3.9604193300057755,4.005878448486328,-3.0656219653300294,469.87228788890013,-4.2793420841534875
20010630,12.300750732421875,-4.14332790549533,16.395727157592773,-4.00419670358719,17.09728240966797,-3.956128929028452,17.472564697265625,-3.9402386664204796,16.63579559326172,-3.9658328421804,7.601737976074219,-3.8492525767458634,2.629657506942749,-3.4584435697266196,702.9770851700194,-3.9999270224910877
20010701,12.623625755310059,-3.7574277628956976,15.755575180053711,-3.62981042821486,16.4988956451416,-3.6252572867905535,17.53704071044922,-3.679885208890642,15.457749366760254,-3.8648584885540522,5.9648613929748535,-3.307658228210654,5.806815147399902,-1.4299736145557502,670.3465782011021,-3.6559214112365606
20010702,9.922433853149414,-4.07892064687856,12.323562622070312,-4.062095724234797,12.497354507446289,-4.004488749636905,11.321497917175293,-3.864870368829859,11.370536804199219,-3.8829362885138936,3.8125481605529785,0.9179244727937959,12.244040489196777,0.2314537154607086,461.83526455313427,-4.003381911857592
20010703,6.351958751678467,0.9678804333508397,8.51097297668457,1.1082603485305405,8.139370918273926,1.3411211800669491,8.380136489868164,1.5153488835614324,13.628226280212402,1.5221201299234308,9.609298706054688,-4.653544463243655,7.743419170379639,-4.091397064758291,274.3393366210427,1.2378748560564468
