yyyymmdd,accu,mean,top10_mean,max,std
20010616,387.5,4.122340425531915,31.75,55.0,10.492572390671038
20010617,947.6,9.769072164948454,41.5,66.5,13.782585462304235
20010618,2528.8,28.413483146067417,100.6,166.5,33.32817140522426
20010619,4766.0,58.1219512195122,164.5,218.5,49.58281572989716
20010620,1490.6,16.38021978021978,82.3,137.5,27.354772248857447
20010621,147.2,1.4431372549019608,11.6,23.5,4.105364969181267
20010622,557.5,5.994623655913978,43.35,58.5,13.5322185482226
20010623,7521.4,94.0175,169.5,244.5,41.02483020988631
20010624,683.5,8.136904761904763,24.85,35.0,7.884339205362452
20010625,314.5,3.2422680412371134,22.6,59.5,8.720491746414758
20010626,318.8,3.253061224489796,16.86,27.5,5.435826056324734
20010627,60.5,0.599009900990099,6.05,39.0,3.997536247416267
20010628,819.5,8.536458333333334,47.15,91.0,15.585992106907959
20010629,151.5,1.4567307692307692,13.8,43.0,5.387891774494792
20010630,167.7,1.6124999999999998,15.87,39.5,5.759585446820871
20010701,136.2,5.921739130434782,13.62,32.0,10.390001737529216
20010702,2.0,0.08695652173913043,0.2,1.0,0.24011654385189699
20010703,0.5,0.004672897196261682,0.05,0.5,0.048110421219565415
20010704,1250.1,13.021875,63.85,102.5,22.27797026177149
20010705,3666.8,37.416326530612245,170.45,255.5,56.19389300444861
20010706,312.1,3.0598039215686277,23.8,49.0,8.328703731308142
20010707,67.1,0.6330188679245282,6.25,24.0,2.684748036317733
20010708,678.5,6.923469387755102,30.03,58.0,9.398521388488682
20010709,2325.6,24.48,85.45,125.5,26.5910495428344
20010710,1042.6,11.714606741573032,51.2,109.5,17.46235469766093
20010711,8562.3,95.13666666666666,318.1,401.0,97.84282231097883
20010712,6600.3,69.47684210526316,162.45,200.0,47.324288751307975
20010713,64.5,0.6323529411764706,5.15,19.0,2.149927575830144
20010714,231.0,2.264705882352941,17.6,34.0,5.723920346159709
20010715,1156.1,11.334313725490196,67.05,137.0,21.761386449748596
20010716,517.4,5.1739999999999995,27.9,39.0,8.873292737197394
20010717,766.4,7.664,32.29,60.400000000000006,10.33003891570598
20010718,89.0,0.8725490196078431,7.3,30.0,3.297121646157124
20010719,1024.0,10.343434343434344,51.25,97.5,17.02132448416351
20010720,4.5,0.04455445544554455,0.45,1.5,0.18746629929466818
20010721,105.7,1.0163461538461538,7.1,14.0,2.3928222223704423
20010722,540.0,5.346534653465347,36.45,77.0,12.67193487735507
20010723,565.4,5.889583333333333,34.55,72.5,11.937244579873624
20010724,845.0999999999999,9.713793103448275,39.760000000000005,64.60000000000001,13.377354105119052
20010725,1846.0,23.974025974025974,69.9,114.0,22.92887026400867
20010726,2071.5,21.805263157894736,69.35,85.5,22.08170172895507
20010727,1981.4,20.218367346938777,74.15,114.5,24.445000102014834
20010728,250.5,2.636842105263158,21.1,61.5,8.263248407147588
20010729,1218.0,14.5,62.85,141.5,22.73265953477088
20010730,12143.1,155.68076923076924,527.55,728.0,185.7602004361401
20010731,577.6,6.347252747252748,26.7,39.5,8.711232368366675
20010801,394.5,3.8676470588235294,23.85,39.0,7.616071265586434
20010802,1492.8,14.927999999999999,63.05,85.0,19.694573262703614
20010803,96.0,0.96,9.3,28.0,4.067972467950097
20010804,66.5,0.6519607843137255,6.55,45.0,4.5270370865253415
20010805,284.5,2.762135922330097,23.15,54.5,7.943931145206229
20010806,85.7,0.8240384615384616,7.1,14.5,2.4202072063353652
20010807,275.2,2.6980392156862743,23.6,47.5,7.858765312296598
20010808,663.5,7.626436781609195,56.4,110.5,19.238105504322114
20010809,624.0,7.01123595505618,33.6,52.0,11.40568986926102
20010810,1312.0,13.810526315789474,54.55,88.0,18.432405524163205
20010811,1985.7,22.31123595505618,83.2,118.5,26.661538338256154
20010812,1365.5,14.52659574468085,61.15,83.0,20.54941721766128
20010813,444.0,4.44,27.6,41.0,9.212838867580395
20010814,443.0,4.663157894736842,25.7,38.0,8.252094504543157
20010815,312.5,3.125,24.3,47.0,8.014791014118833
20010816,938.0,9.38,47.1,66.5,14.685046816404773
20010817,434.5,4.388888888888889,25.7,38.5,8.425417160057277
20010818,460.5,4.951612903225806,25.95,78.5,10.499632486176825
20010819,733.0,7.116504854368932,49.4,76.0,15.798673270383985
20010820,427.5,4.697802197802198,34.4,90.5,12.675553853750765
20010821,23.5,0.24736842105263157,2.2,8.0,0.9593684441518538
20010822,0.0,0.0,0.0,0.0,0.0
20010823,770.8,8.288172043010752,51.65,106.0,17.592342233503864
20010824,650.0,6.842105263157895,42.0,73.5,13.664641878700303
20010825,476.5,4.671568627450981,33.4,57.5,10.794537266335686
20010826,922.0,9.808510638297872,46.25,68.0,15.172782599917355
20010827,1090.0,12.247191011235955,29.7,65.5,8.939598687516783
20010828,1082.5,12.301136363636363,74.1,130.0,25.43893532612675
20010829,532.2,6.335714285714286,26.75,38.0,8.94425384650661
20010830,1961.7,22.81046511627907,53.8,65.0,16.85012614037229
20010831,764.0,14.692307692307692,28.95,41.5,8.5313414526819
20010901,4072.3,41.134343434343435,122.05,148.5,36.21995142369158
20010902,1364.1,13.91938775510204,52.8,78.5,17.34799087445743
20010903,894.8,8.859405940594058,35.43,59.0,10.59237702936607
20010904,1850.5,18.142156862745097,82.4,109.5,25.26413188799143
20010905,3140.7,34.13804347826087,87.35,121.0,26.731746484004113
20010906,2020.9,34.25254237288136,81.25,115.5,25.54067779738626
20010907,760.8,8.00842105263158,43.4,84.5,14.239505189199553
20010908,98.5,0.9563106796116505,8.75,32.0,4.195528593076544
20010909,11.0,0.1111111111111111,0.85,1.5,0.28916071127878057
20010910,13.0,0.12745098039215685,1.3,3.0,0.4984597576033789
20010911,6.0,0.0594059405940594,0.6,3.0,0.34674675263044474
20010912,28.5,0.285,2.85,14.5,1.6159439965543358
20010913,35.0,0.35353535353535354,3.5,19.0,2.0154109855484363
20010914,3.0,0.0297029702970297,0.3,2.5,0.2519408049504846
20010915,0.5,0.004901960784313725,0.05,0.5,0.04926409618196515
20010916,78.5,0.8010204081632653,7.7,30.0,3.8010067113847184
20010917,6521.7,83.61153846153846,339.55,521.0,122.85444377002972
20010918,25092.2,285.13863636363635,650.5,767.5,190.93337571461115
20010919,1770.6,25.294285714285714,111.85,153.5,39.86837230442299
20010920,962.8,10.465217391304348,59.05,101.0,19.88546790116826
20010921,159.2,1.576237623762376,13.1,29.0,4.693584171949888
20010922,1.0,0.009900990099009901,0.1,0.5,0.06965963999737766
20010923,293.6,3.090526315789474,20.45,36.0,6.796424349135212
20010924,562.1,6.109782608695652,37.81,58.0,12.313831563685934
20010925,720.9,8.286206896551723,53.839999999999996,82.0,18.435592589285363
20010926,4537.1,56.713750000000005,204.67000000000002,257.0,70.23671536979431
20010927,6380.1,87.39863013698631,243.1,424.5,76.08262900609863
20010928,3719.4,47.684615384615384,173.6,331.5,60.202063762485146
20010929,8195.0,98.73493975903614,188.75,228.0,51.82212960273474
20010930,335.4,3.8551724137931034,12.75,20.0,4.050166978839314
20020401,2.5,0.024271844660194174,0.25,0.5,0.10745603699601289
20020402,0.5,0.004901960784313725,0.05,0.5,0.04926409618196515
20020403,0.0,0.0,0.0,0.0,0.0
20020404,17.0,0.1619047619047619,1.7,3.5,0.6191208747864765
20020405,3.5,0.03333333333333333,0.35,1.0,0.14253932901995967
20020406,0.5,0.004807692307692308,0.05,0.5,0.04879274790909721
20020407,0.0,0.0,0.0,0.0,0.0
20020408,0.5,0.0049504950495049506,0.05,0.5,0.0495049504950495
20020409,1.0,0.009615384615384616,0.1,0.5,0.06866758104368124
20020410,0.0,0.0,0.0,0.0,0.0
20020411,28.3,0.27211538461538465,2.73,6.5,0.9363859258185195
20020412,32.9,0.31634615384615383,2.95,8.5,1.1909200206403998
20020413,1.0,0.009523809523809525,0.1,0.5,0.06834619092574916
20020414,19.8,0.18857142857142858,1.98,5.5,0.8641333986209796
20020415,9.0,0.08653846153846154,0.9,3.5,0.42427714370981173
20020416,52.5,0.5,5.25,45.5,4.424498895489802
20020417,12.1,0.11634615384615385,1.21,8.0,0.7954329465675954
20020418,61.5,0.5857142857142857,5.95,19.0,2.3879231291539305
20020419,0.5,0.004672897196261682,0.05,0.5,0.04811042121956542
20020420,1.5,0.014705882352941176,0.15,1.0,0.10972073179215387
20020421,29.5,0.28921568627450983,2.95,22.5,2.2670230485151754
20020422,0.0,0.0,0.0,0.0,0.0
20020423,29.7,0.28285714285714286,2.9699999999999998,17.5,1.837153965751796
20020424,51.5,0.4951923076923077,4.75,14.0,1.9507089346268796
20020425,22.0,0.21153846153846154,2.2,7.5,0.9773696738133124
20020426,27.5,0.2570093457943925,2.0,4.5,0.6745177785333133
20020427,2.0,0.018867924528301886,0.2,1.0,0.11745188299989369
20020428,4.9,0.04666666666666667,0.49000000000000005,1.5,0.2522533370081475
20020429,10.5,0.1,1.05,3.5,0.4546060565661952
20020430,0.0,0.0,0.0,0.0,0.0
20020501,7.0,0.07142857142857142,0.7,5.0,0.5248906591678238
20020502,44.0,0.43137254901960786,4.4,14.5,1.9679281626533247
20020503,17.0,0.1619047619047619,1.7,6.0,0.8120967514938402
20020504,18.5,0.1778846153846154,1.8,5.0,0.7432978400305512
20020505,18.0,0.17142857142857143,1.7,4.5,0.6648615016125768
20020506,18.5,0.17452830188679244,1.85,4.5,0.6800473513972387
20020507,2.0,0.019417475728155338,0.2,1.0,0.11910528297461453
20020508,7.0,0.07216494845360824,0.7,3.0,0.3660156799191079
20020509,4.0,0.0380952380952381,0.4,4.0,0.3884967248451646
20020510,12.5,0.11682242990654206,1.25,12.5,1.2027605304891356
20020511,80.0,0.7619047619047619,6.9,13.5,2.2991667622105
20020512,26.0,0.24074074074074073,2.4,7.0,0.872632992839512
20020513,25.5,0.2383177570093458,2.55,7.5,0.9961275356372706
20020514,0.5,0.004672897196261682,0.05,0.5,0.048110421219565415
20020515,241.2,2.593548387096774,14.719999999999999,22.0,4.711774463166155
20020516,460.5,4.514705882352941,31.0,53.5,10.00182725520225
20020517,6052.8,76.61772151898734,130.9,162.5,32.997678320684315
20020518,3.5,0.040229885057471264,0.35,0.5,0.13600183409424407
20020519,515.7,5.371875,31.1,66.5,10.636275420357839
20020520,1460.0,16.7816091954023,48.05,89.0,15.547794526937558
20020521,827.5,8.530927835051546,37.7,58.5,12.123678466187284
20020522,4192.4,46.07032967032966,91.05,103.5,24.83988504205095
20020523,1779.5,19.99438202247191,61.8,128.0,19.336391489987445
20020524,285.5,2.7718446601941746,19.45,73.0,8.189436926904866
20020525,69.0,0.6764705882352942,5.0,9.5,1.6827368271738468
20020526,318.0,3.1176470588235294,23.9,50.0,7.987789845791547
20020527,397.7,3.899019607843137,29.55,41.0,9.24590524203626
20020528,428.0,4.28,22.05,71.5,8.591588910091078
20020529,1104.0,11.870967741935484,67.9,160.5,25.54838370261735
20020530,3249.0,34.2,131.9,171.0,39.95078551365285
20020531,3254.5,34.257894736842104,73.2,95.0,21.992326790795243
20020601,1650.8,17.195833333333333,52.45,94.5,16.374668677733776
20020602,2152.3,22.655789473684212,58.4,82.5,18.02274420245867
20020603,970.8,9.806060606060605,52.65,124.0,18.178235505607717
20020604,1303.9,13.305102040816328,62.65,112.5,19.598986710838613
20020605,1122.1,11.334343434343433,56.0,110.5,18.992939472905366
20020606,1862.0,19.0,65.45,89.5,21.427619026454085
20020607,2734.5,28.190721649484537,128.6,281.0,46.60159300510276
20020608,1023.5,10.133663366336634,48.4,77.5,15.981717755652276
20020609,780.5,7.883838383838384,48.05,71.0,15.251730864322207
20020610,998.0,11.340909090909092,41.85,58.0,14.270628102724876
20020611,951.9,9.813402061855669,45.42,82.0,14.607882555520224
20020612,323.0,3.1359223300970873,16.15,24.0,5.098159850185659
20020613,8.0,0.07692307692307693,0.8,1.5,0.2664693550105965
20020614,11.5,0.10849056603773585,1.15,7.5,0.7460737386451195
20020615,0.0,0.0,0.0,0.0,0.0
20020616,84.7,0.8144230769230769,7.65,33.0,3.5483045319948436
20020617,1.0,0.009523809523809525,0.1,1.0,0.09712418121129114
20020618,134.5,1.2688679245283019,12.45,31.5,4.832659395365317
20020619,19.0,0.1792452830188679,1.9,8.5,0.8827184620435142
20020620,56.0,0.5283018867924528,5.6,35.0,3.5314157382573255
20020621,103.0,0.9626168224299065,9.85,22.0,3.3283692328783494
20020622,58.0,0.5471698113207547,5.5,24.0,2.631923306617963
20020623,143.5,1.3932038834951457,14.2,54.0,6.465235819453916
20020624,2.0,0.018518518518518517,0.2,0.5,0.09442628728875527
20020625,120.5,1.1367924528301887,12.05,76.5,8.00870193556816
20020626,527.8,5.026666666666666,34.55,81.5,11.622869628998616
20020627,374.3,3.564761904761905,27.5,66.0,9.466482033267047
20020628,4.5,0.043689320388349516,0.45,0.5,0.14119455895387367
20020629,4.5,0.04245283018867924,0.45,3.0,0.30805173334444713
20020630,1.5,0.014285714285714285,0.15,0.5,0.0832993127835043
20020701,1885.5,19.239795918367346,70.45,92.5,23.410732493382557
20020702,257.5,2.5,19.65,36.5,6.331842781505928
20020703,715.3,7.153,47.68,79.0,15.562984643056101
20020704,2043.2,21.507368421052632,83.32000000000001,141.2,26.99182816727378
20020705,871.1,8.711,55.2,126.0,18.90348060543349
20020706,1254.0,13.340425531914894,58.2,90.0,20.995593859689947
20020707,1008.3,10.288775510204081,58.1,90.5,18.23637810135902
20020708,1296.3,13.938709677419354,74.21000000000001,160.0,25.745779619726818
20020709,3885.6,45.712941176470586,105.8,136.0,28.937855476603218
20020710,5304.2,55.833684210526314,177.15,214.5,52.9869906784999
20020711,3555.7,35.2049504950495,125.2,171.5,38.18176273033461
20020712,2459.9,25.101020408163265,71.53999999999999,109.0,23.293252482289052
20020713,509.5,5.044554455445544,28.9,47.5,9.30907653796062
20020714,347.2,3.507070707070707,22.25,33.5,7.087394593665125
20020715,1138.0,12.505494505494505,42.95,57.5,13.022696692738748
20020716,1474.7,17.55595238095238,40.65,54.5,11.94427887745821
20020717,6051.6,73.80000000000001,159.55,173.0,47.07176410131403
20020718,1733.3,22.22179487179487,59.6,81.0,20.41305921516971
20020719,11.0,0.1,1.0,2.5,0.3741657386773941
20020720,5.0,0.046296296296296294,0.5,4.5,0.4332106505662809
20020721,27.5,0.2619047619047619,2.75,13.5,1.5354466359603927
20020722,13.5,0.12857142857142856,1.35,8.5,0.9103337206723682
20020723,262.5,2.4764150943396226,24.2,66.5,9.760669555277412
20020724,351.5,3.3476190476190477,28.5,55.5,9.562855672694221
20020725,33.5,0.3101851851851852,3.35,10.5,1.3923029027887053
20020726,819.5,7.804761904761905,68.55,143.0,22.832255300039193
20020727,762.5,7.261904761904762,52.7,106.5,17.356362253006715
20020728,880.8,8.46923076923077,52.8,105.5,17.72469527199853
20020729,3638.0,36.01980198019802,116.4,137.0,36.74698888398879
20020730,1083.3,11.524468085106383,62.15,107.5,20.420742928168483
20020731,883.5,8.835,50.75,94.5,16.09162126698239
20020801,246.0,2.484848484848485,12.05,27.0,4.025458469060894
20020802,1413.5,15.198924731182796,44.25,71.0,12.242869284042959
20020803,529.6,5.404081632653061,30.610000000000003,42.0,9.397871213220306
20020804,5146.3,52.51326530612245,161.18,181.5,42.77304519741638
20020805,4765.0,51.79347826086956,116.0,133.5,28.98164263185977
20020806,9459.5,95.55050505050505,195.6,241.0,47.809992983034974
20020807,1357.0,14.284210526315789,41.55,61.0,11.58575637118789
20020808,188.0,1.8613861386138615,7.7,12.0,2.3933890093143804
20020809,97.5,0.9027777777777778,9.2,23.5,3.6301581011722024
20020810,951.5,8.976415094339623,57.65,119.5,19.045672770983828
20020811,2275.0,23.45360824742268,67.3,84.0,22.25844939466308
20020812,1441.5,14.56060606060606,69.0,98.5,22.6508715830335
20020813,407.5,3.7731481481481484,33.9,68.5,10.680196336812678
20020814,83.5,0.7660550458715596,7.65,21.0,2.803641805423214
20020815,251.2,2.392380952380952,18.95,49.0,6.450377548759604
20020816,209.5,1.9579439252336448,17.8,39.0,6.251026642905433
20020817,123.0,1.128440366972477,11.35,32.0,3.9795369179473994
20020818,828.3,7.741121495327103,52.45,78.0,15.78059824547976
20020819,1791.0,16.89622641509434,86.1,126.5,27.07107320790924
20020820,460.0,4.509803921568627,34.4,79.0,12.127585714216613
20020821,125.0,1.146788990825688,11.0,22.0,3.672550517569361
20020822,237.5,2.261904761904762,17.05,32.0,5.45243293799297
20020823,36.5,0.3443396226415094,3.0,9.5,1.1662777581625927
20020824,1.0,0.009259259259259259,0.1,0.5,0.06740842490074554
20020825,3.0,0.026785714285714284,0.3,0.5,0.11258500190105797
20020826,0.0,0.0,0.0,0.0,0.0
20020827,0.0,0.0,0.0,0.0,0.0
20020828,0.5,0.004629629629629629,0.05,0.5,0.04788926126291018
20020829,0.0,0.0,0.0,0.0,0.0
20020830,403.5,3.8798076923076925,28.0,51.0,9.395041447975181
20020831,156.0,1.56,11.1,17.0,3.5108973211986707
20020901,148.5,1.4278846153846154,14.5,62.5,7.848756108341299
20020902,462.5,4.534313725490196,23.1,27.5,7.1353372908726245
20020903,705.2,6.52962962962963,39.1,95.0,13.296527388892429
20020904,13.7,0.12803738317757007,1.2,2.5,0.3871280288897082
20020905,36.0,0.33962264150943394,3.2,7.0,1.1296751282277655
20020906,17.0,0.15454545454545454,1.7,16.0,1.519188561139637
20020907,5.5,0.05045871559633028,0.55,2.0,0.2529183257264261
20020908,297.3,2.7275229357798167,17.85,31.5,5.744161320593014
20020909,870.0,8.529411764705882,56.6,116.5,18.655129075684517
20020910,1628.0,16.11881188118812,94.5,170.0,30.391272564559124
20020911,2614.0,26.948453608247423,96.9,152.5,33.15159529803278
20020912,776.5,7.538834951456311,40.6,59.5,13.046535328567316
20020913,806.0,8.309278350515465,40.5,86.5,13.482796082447866
20020914,625.8,6.196039603960395,40.55,72.0,13.512868240223444
20020915,348.0,3.3142857142857145,21.45,42.0,7.003147980205264
20020916,841.0,7.787037037037037,52.2,100.5,17.08369968492054
20020917,157.0,1.4672897196261683,14.0,28.0,4.957893276230585
20020918,428.6,4.0056074766355145,34.15,74.5,11.195650288332326
20020919,61.5,0.5694444444444444,4.5,10.5,1.4780779770272066
20020920,120.0,1.1428571428571428,11.1,40.0,4.775789281920437
20020921,323.5,3.080952380952381,25.05,79.0,9.62118788070515
20020922,1159.9,11.152884615384616,67.5,113.0,21.47632397965243
20020923,193.7,1.8624999999999998,15.8,74.0,7.626827492224657
20020924,552.2,5.259047619047619,42.5,126.0,15.852743161977903
20020925,350.5,3.728723404255319,18.75,30.5,5.997634681652312
20020926,208.5,2.0242718446601944,14.35,41.0,5.388939878443544
20020927,17.8,0.1679245283018868,1.75,5.5,0.7355587235656013
20020928,73.2,0.6777777777777778,7.220000000000001,28.5,3.5559374794876093
20020929,109.5,1.0045871559633028,10.25,28.5,3.541688430629033
20020930,68.5,0.6586538461538461,5.9,17.5,2.2374268607265337
20030401,9.8,0.0890909090909091,0.9800000000000001,4.800000000000001,0.5060264913197285
20030402,3.5,0.031818181818181815,0.35,1.5,0.18187499112493233
20030403,3244.2,30.897142857142857,116.1,144.0,40.16903914860858
20030404,1113.1,10.912745098039215,29.330000000000002,48.800000000000004,9.127771366083595
20030405,116.0,1.0841121495327102,6.0,11.0,1.9280104283228212
20030406,15.7,0.1440366972477064,0.9199999999999999,2.5,0.34439980837844575
20030407,21.5,0.19724770642201836,1.1,3.0,0.4176075844675612
20030408,3210.0,31.470588235294116,64.75,75.0,15.043698363045337
20030409,831.8,8.402020202020202,18.46,23.0,5.07290245846766
20030410,58.6,0.5425925925925926,4.21,8.0,1.3796271439202068
20030411,40.5,0.36818181818181817,2.55,5.5,0.8439013102772168
20030412,0.5,0.004672897196261682,0.05,0.5,0.048110421219565415
20030413,0.0,0.0,0.0,0.0,0.0
20030414,2.0,0.01818181818181818,0.2,1.0,0.11535070491317748
20030415,360.8,3.37196261682243,12.33,19.5,4.313352327096399
20030416,14.8,0.13703703703703704,1.48,8.5,0.89137768864463
20030417,2.5,0.022727272727272728,0.25,1.5,0.15647194980053186
20030418,1.5,0.014150943396226415,0.15,1.0,0.10766709632559743
20030419,0.5,0.004629629629629629,0.05,0.5,0.04788926126291018
20030420,9.0,0.08256880733944955,0.9,5.0,0.5355001155050453
20030421,44.5,0.4158878504672897,4.3,13.0,1.9485028776109101
20030422,74.1,0.6798165137614678,6.459999999999999,16.0,2.352893195270697
20030423,186.3,1.725,16.78,30.5,5.196172469552308
20030424,1.0,0.009174311926605505,0.1,0.5,0.06710430659783391
20030425,0.0,0.0,0.0,0.0,0.0
20030426,110.5,1.0137614678899083,9.95,32.5,4.269831612388047
20030427,89.8,0.8163636363636363,6.83,23.0,2.6218150296286686
20030428,84.2,0.7724770642201835,8.07,41.0,4.262700861519027
20030429,5.0,0.044642857142857144,0.5,3.0,0.3029142045301317
20030430,113.0,1.0272727272727273,9.1,19.5,2.923911113277404
20030501,85.7,0.7935185185185185,7.8,15.5,2.6628192087608866
20030502,12.0,0.1111111111111111,1.2,5.5,0.5905636562630361
20030503,1.0,0.009259259259259259,0.1,0.5,0.06740842490074554
20030504,45.2,0.41467889908256883,4.5200000000000005,32.5,3.134590258639038
20030505,85.3,1.5509090909090908,4.6,9.5,1.8547112225379627
20030506,39.5,0.35585585585585583,3.95,22.0,2.2344431027042204
20030507,0.0,0.0,0.0,0.0,0.0
20030508,13.5,0.125,1.35,7.0,0.7075158681638906
20030509,123.5,1.1542056074766356,10.5,24.5,3.755625820488505
20030510,209.0,1.9904761904761905,16.2,34.0,5.334961486173722
20030511,38.5,0.3701923076923077,3.75,11.0,1.520683032750308
20030512,4.5,0.04285714285714286,0.45,2.5,0.26827744801910997
20030513,0.0,0.0,0.0,0.0,0.0
20030514,0.0,0.0,0.0,0.0,0.0
20030515,689.0,6.561904761904762,41.85,74.5,13.302827346827481
20030516,2.5,0.022321428571428572,0.25,1.0,0.12299086887460633
20030517,209.0,1.9904761904761905,7.7,13.0,2.374448259100921
20030518,3723.2,37.60808080808081,64.5,76.0,17.613824212459072
20030519,549.0,5.435643564356436,21.3,34.5,6.825136768780358
20030520,84.0,0.7777777777777778,6.75,18.5,2.417464746892731
20030521,54.0,0.4954128440366973,4.6,10.0,1.4690935432211638
20030522,4.5,0.04285714285714286,0.45,1.0,0.17063307492541824
20030523,33.1,0.2955357142857143,2.6,5.0,0.8463565181809299
20030524,1.0,0.009259259259259259,0.1,0.5,0.06740842490074554
20030525,133.2,1.2220183486238532,11.3,31.5,4.093368048601873
20030526,108.3,0.9845454545454545,10.379999999999999,48.0,5.1418635879440435
20030527,61.0,0.5446428571428571,5.05,15.5,1.9916719145748183
20030528,19.0,0.168141592920354,1.6,5.0,0.5822242196081743
20030529,11.0,0.0990990990990991,0.95,1.5,0.2911596866881498
20030530,33.1,0.2929203539823009,2.75,6.0,0.9087302056038776
