yyyymmdd,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
20010423,0.0380952380952381,0.04245283018867924,0.0047169811320754715,0.018867924528301886,0.02358490566037736,0.02358490566037736,0.0,0.0380952380952381,0.08018867924528301,0.04205607476635514,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.009259259259259259,0.05188679245283019,0.03773584905660377,0.02358490566037736,0.0047169811320754715,0.004807692307692308,0.002912621359223301
20010424,0.009900990099009901,0.0,0.0,0.0,0.004672897196261682,0.0,0.004672897196261682,0.0,0.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014953271028037384,0.08148148148148149,0.043809523809523805,0.013333333333333332,0.0,0.0,0.004761904761904762
20010425,0.0,0.0,0.004672897196261682,0.0,0.0,0.004672897196261682,0.0,0.004672897196261682,0.004629629629629629,0.0,0.004629629629629629,0.0,0.0,0.0,0.0,0.06481481481481481,0.004629629629629629,0.009259259259259259,0.004629629629629629,0.0,0.023148148148148147,0.004629629629629629,0.004629629629629629,0.0
20010426,0.004807692307692308,0.004629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028037383177570093,0.014018691588785047,0.004672897196261682,0.018691588785046728,0.3878504672897196,0.19047619047619047,0.047619047619047616,0.014563106796116505,0.009708737864077669,0.004901960784313725,0.024752475247524754,0.029411764705882353
20010427,0.0,0.0,0.0,0.004761904761904762,0.0,0.009523809523809525,0.004761904761904762,0.004761904761904762,0.028037383177570093,0.0,0.0,0.0,0.004672897196261682,0.018691588785046728,0.0,0.04672897196261682,0.07009345794392523,0.1261682242990654,0.004672897196261682,0.0,0.0,0.0,0.0,0.0
20010428,0.0,0.0,0.0,0.0,0.004672897196261682,0.009345794392523364,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.014018691588785047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20010429,0.0,0.0,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20010430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20010501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16355140186915887,0.04672897196261682,0.0,0.0,0.0,0.06074766355140187,0.014018691588785047,0.0,0.004672897196261682,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0
20010502,0.006862745098039216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004672897196261682,0.028037383177570093,0.028037383177570093,0.11346153846153847,0.1778846153846154,0.1528846153846154,0.03592233009708738,0.016666666666666666,0.02912621359223301,0.0048543689320388345,0.00980392156862745,0.0
20010503,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.009615384615384616,0.03365384615384615,0.058823529411764705,0.3254901960784314,1.3797979797979798,1.804,1.7896226415094338,0.4376237623762377,0.23267326732673269,0.1201923076923077,0.014150943396226415,0.0047169811320754715,0.014285714285714285,0.0,0.0,0.004807692307692308,0.0
20010504,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0047169811320754715,0.0047169811320754715,0.009433962264150943,0.018867924528301886,0.05700934579439252,0.048598130841121495,0.04205607476635514,0.014018691588785047,0.0,0.12735849056603774,0.07075471698113207,0.02830188679245283,0.16037735849056603,0.014285714285714285,0.01904761904761905,0.03333333333333333,0.0,0.0
20010505,0.005154639175257732,0.0047169811320754715,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0047169811320754715,0.056074766355140186,0.0,0.0,0.0,0.0,0.009345794392523364,0.009345794392523364,0.014018691588785047,0.03271028037383177,0.004672897196261682,0.0,0.02830188679245283,0.0,0.0,0.0,0.0
20010506,0.0,0.0,0.0,0.0,0.0,0.0,0.004672897196261682,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20010507,0.0,0.0,0.0,0.004672897196261682,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20010508,0.0,0.083,1.56,1.98,1.67,0.993,0.1520408163265306,0.02040816326530612,0.07575757575757576,0.13009708737864079,0.06310679611650485,0.009523809523809525,0.004761904761904762,0.009345794392523364,0.009345794392523364,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.0
20010509,0.005050505050505051,0.004761904761904762,0.017142857142857144,0.023809523809523808,0.030476190476190476,0.8447619047619048,1.6409523809523812,4.175,3.857142857142857,2.5262135922330096,0.5961538461538461,0.3761904761904762,0.009433962264150943,0.023809523809523808,0.028037383177570093,0.018691588785046728,0.2626168224299066,0.1953271028037383,0.14485981308411214,0.4339622641509434,0.09615384615384616,0.0,0.0,0.0
20010510,0.0,0.004672897196261682,0.0,0.0,0.0,0.004672897196261682,0.004672897196261682,0.0,0.0,0.004672897196261682,0.0,0.0,0.018691588785046728,0.3037383177570093,0.056074766355140186,0.014018691588785047,0.0,0.04672897196261682,0.03773584905660377,0.009615384615384616,0.0,0.0,0.0048543689320388345,0.0
20010511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005660377358490566,0.003738317757009346,0.014018691588785047,0.04245283018867924,0.2650943396226415,0.47029702970297027,0.5495049504950495,0.49504950495049505,0.28217821782178215,0.1919191919191919,0.10101010101010101,0.030612244897959183,0.01020408163265306,0.02040816326530612,0.01020408163265306
20010512,0.010752688172043012,0.024752475247524754,0.007920792079207921,0.0049504950495049506,0.0049504950495049506,0.06,0.08415841584158416,0.048,0.0594059405940594,0.660377358490566,0.0047169811320754715,0.0,0.2523364485981308,0.205607476635514,0.3065420560747663,0.29906542056074764,0.28598130841121494,0.32242990654205606,0.09238095238095237,0.05480769230769231,0.13173076923076923,0.1796116504854369,0.22574257425742575,0.3396039603960396
20010513,0.3888888888888889,0.4346153846153846,0.2922330097087379,0.18666666666666668,0.21047619047619048,0.20952380952380953,0.23333333333333334,0.19047619047619047,0.280188679245283,0.12358490566037736,0.02616822429906542,0.0,0.018691588785046728,0.07547169811320754,0.1383177570093458,0.2803738317757009,0.35327102803738314,0.09056603773584905,0.06074766355140187,0.02336448598130841,0.004672897196261682,0.0,0.004672897196261682,0.0
20010514,0.0,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004672897196261682,0.0,0.028037383177570093,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.0
20010515,0.0,0.018691588785046728,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.009345794392523364,0.018691588785046728,0.0,0.014018691588785047,0.028037383177570093,0.02336448598130841,0.018691588785046728,0.018691588785046728,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0
20010516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02336448598130841,0.04716981132075472,0.0,0.009433962264150943,0.02336448598130841,0.018691588785046728,0.014018691588785047,0.07476635514018691,0.7383177570093458,0.7211538461538461,0.18,0.10101010101010101,0.3434343434343434,0.08585858585858586,0.005154639175257732,0.005154639175257732,0.0
20010517,0.0,0.0,0.0,0.005050505050505051,0.010101010101010102,0.010101010101010102,0.00510204081632653,0.005050505050505051,0.4803921568627451,0.0,0.00980392156862745,0.25,0.037383177570093455,0.018691588785046728,0.09345794392523364,0.13679245283018868,0.04205607476635514,0.004672897196261682,0.0,0.09905660377358491,0.0,0.0,0.0,0.0
20010518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.25471698113207547,0.5,0.6310679611650486,0.12254901960784313,0.07608695652173914,1.0053763440860215,2.870967741935484,0.6827956989247311,0.8052631578947368
20010519,0.7789473684210526,0.9375,0.48125,0.6052083333333333,0.5177083333333333,0.8229166666666666,1.0257731958762886,1.4329896907216495,2.642857142857143,4.857142857142857,6.531313131313132,5.659,4.707,6.262499999999999,5.441747572815534,8.3,9.164,6.965,6.979,7.421428571428571,5.8125,2.996774193548387,2.5924731182795697,8.14639175257732
20010520,9.265979381443298,7.365,7.416161616161617,7.126262626262626,8.524,11.744000000000002,12.772,10.49,12.01919191919192,9.236363636363636,7.920408163265306,6.1030303030303035,5.193,5.545,4.005,2.3081632653061224,3.85,3.7515151515151515,2.5515151515151513,1.596969696969697,1.203,0.46,0.25,0.06565656565656566
20010521,0.015789473684210527,0.21,0.185,0.075,0.151,0.165,0.24,0.1,0.015,0.01,12.04368932038835,22.61904761904762,0.15566037735849056,0.15714285714285714,6.0285714285714285,0.4252336448598131,0.09615384615384616,0.08173076923076923,0.06666666666666667,0.06565656565656566,0.02040816326530612,0.0,0.0,0.0
20010522,0.010638297872340425,0.00510204081632653,0.20555555555555555,0.856989247311828,0.779381443298969,0.5257731958762887,0.9846938775510204,2.4148936170212765,6.123711340206185,1.5368421052631578,0.87,2.415,4.915,4.0353535353535355,3.3221153846153846,4.461165048543689,7.414141414141414,3.4142857142857146,0.6724489795918368,2.331578947368421,2.3744897959183673,0.965979381443299,1.9010526315789473,3.807070707070707
20010523,4.164948453608248,2.475257731958763,1.6670212765957446,0.609375,0.8711340206185567,0.3645833333333333,0.12886597938144329,0.1326530612244898,0.03571428571428571,2.8676470588235294,1.580188679245283,0.06542056074766354,0.009345794392523364,0.02336448598130841,0.009345794392523364,0.009433962264150943,0.0,0.0,0.009433962264150943,0.0,0.0,0.0,0.0,0.0
20010524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.009345794392523364,0.0,0.018867924528301886,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.07547169811320754,0.1509433962264151,0.07547169811320754,0.07009345794392523,0.014150943396226415,0.0
20010525,0.0,0.0,0.004672897196261682,0.004672897196261682,0.0,0.0,0.0,0.0,0.004672897196261682,0.028037383177570093,0.2175925925925926,0.21296296296296297,0.14814814814814814,0.037037037037037035,0.004629629629629629,0.0,0.0,0.004629629629629629,0.0,0.004629629629629629,0.0,0.0,0.0,0.0
20010526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.023148148148148147,0.7407407407407407,2.6805555555555554,2.2314814814814814,0.2361111111111111,0.032407407407407406,0.0,0.0,0.0
20010527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09905660377358491,0.822429906542056,1.3177570093457944,3.8160377358490565,4.742424242424242,2.435,0.6717171717171717,0.5589999999999999,0.41,0.174,0.155
20010528,0.015151515151515152,0.005,0.005050505050505051,0.065,0.12,0.325,0.345,0.185,0.319047619047619,0.1792452830188679,0.5462962962962963,0.03271028037383177,0.06190476190476191,0.7594339622641509,1.1298076923076923,2.514423076923077,4.985294117647059,4.18,2.7525252525252526,2.8556701030927836,1.5765306122448979,1.04,0.9438775510204082,1.288659793814433
20010529,0.7210526315789474,0.5595959595959595,1.0515463917525774,2.5408163265306123,1.6717171717171717,0.9739583333333334,0.5714285714285714,0.4072164948453608,0.2602040816326531,4.552884615384615,0.5373831775700935,0.08018867924528301,0.1761904761904762,0.9902912621359223,1.814018691588785,1.542857142857143,2.688679245283019,7.0285714285714285,10.495,10.747474747474747,14.151515151515152,14.772727272727273,11.051020408163266,7.63265306122449
20010530,5.808080808080808,4.877551020408164,5.1875,2.393617021276596,1.8279569892473118,3.1770833333333335,4.644329896907217,4.673469387755102,2.9536082474226806,1.9193548387096775,1.5425531914893618,10.401960784313726,6.955555555555556,11.049494949494951,11.375757575757577,6.874226804123711,7.052427184466019,6.9622448979591836,6.410101010101011,4.797916666666667,5.260824742268041,6.027083333333334,2.3542553191489364,1.045263157894737
20010531,0.3352272727272727,0.22164948453608246,2.0816326530612246,8.510204081632653,9.21919191919192,8.66868686868687,8.757142857142858,5.980808080808081,3.125252525252525,2.5020408163265304,8.061165048543689,1.9211538461538462,0.21634615384615385,0.26095238095238094,0.20666666666666667,0.3,4.166981132075471,1.9528846153846153,1.3867924528301887,3.8924528301886796,0.23333333333333334,0.3910891089108911,0.910377358490566,0.8557692307692307
20010601,0.18446601941747573,0.18446601941747573,0.07692307692307693,0.004761904761904762,0.06666666666666667,0.05238095238095238,0.06666666666666667,0.06666666666666667,0.018867924528301886,0.018867924528301886,0.0,0.07075471698113207,0.14622641509433962,0.45754716981132076,0.4858490566037736,1.0141509433962264,0.9245283018867925,1.2596153846153846,1.0761904761904761,0.7476190476190476,0.8785046728971962,0.37383177570093457,0.14150943396226415,0.1822429906542056
20010602,0.11057692307692307,0.009345794392523364,0.004629629629629629,0.027777777777777776,0.14351851851851852,0.3177570093457944,0.27102803738317754,0.5754716981132075,0.3925233644859813,0.056074766355140186,0.018691588785046728,0.02830188679245283,0.02358490566037736,0.8820754716981132,1.574766355140187,3.389423076923077,4.128571428571429,1.8499999999999999,0.8198113207547171,0.07169811320754717,0.009433962264150943,0.2028301886792453,0.0,0.009433962264150943
20010603,0.0,0.0,0.0,0.0,0.0,0.0,0.004629629629629629,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.36574074074074076,0.5972222222222222,1.4398148148148149,1.0740740740740742,2.1296296296296298,0.7037037037037037,0.12962962962962962,0.013888888888888888,0.0,0.0,0.009259259259259259
20010604,0.0,0.004629629629629629,0.0,0.0,0.0,0.05555555555555555,0.24074074074074073,0.009259259259259259,0.0,0.004629629629629629,0.004629629629629629,0.0,0.0,0.09722222222222222,0.27314814814814814,0.35648148148148145,0.11574074074074074,0.009259259259259259,0.027777777777777776,0.023148148148148147,0.0,0.0,0.0,0.0
20010605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004629629629629629,0.0,0.009259259259259259,0.04716981132075472,0.009433962264150943,0.09433962264150944,0.1650943396226415,0.3867924528301887,0.8650943396226415,1.5913461538461537,2.575,1.0815217391304348,1.413265306122449,0.9948979591836735,0.8663157894736842,0.5483870967741935
20010606,0.044444444444444446,0.030612244897959183,0.00510204081632653,0.0,0.00510204081632653,0.030303030303030304,0.0,0.12135922330097088,0.07009345794392523,0.004672897196261682,0.018691588785046728,0.29523809523809524,2.093137254901961,1.5,0.5606060606060606,0.37264150943396224,0.009433962264150943,0.018867924528301886,0.0047169811320754715,0.0,0.0,0.0047169811320754715,0.0,0.0
20010607,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0,0.06074766355140187,0.0,0.032407407407407406,0.0,0.0,0.0,0.0,0.09905660377358491,0.24528301886792453,1.1805555555555556,1.6367924528301887,0.5714285714285714,0.45754716981132076,0.08173076923076923,0.13942307692307693,0.0,0.004807692307692308,0.0
20010608,0.0,0.0,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.07075471698113207,0.06481481481481481,0.0,0.0,0.0,0.24528301886792453,0.3490566037735849,0.8584905660377359,0.6698113207547169,1.0943396226415094,0.33653846153846156,0.36666666666666664,0.1650943396226415,0.0047169811320754715,0.0,0.0047169811320754715
20010609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,0.0,0.0,0.0,0.004629629629629629,0.023148148148148147,0.027777777777777776,0.11574074074074074,0.032407407407407406,0.0787037037037037,0.018518518518518517,0.0,0.0,0.0,0.0,0.0
20010610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.33796296296296297,0.14814814814814814,0.8598130841121495,0.1574074074074074,0.004629629629629629,0.0,0.004629629629629629,0.0,0.0
20010611,0.0,0.004629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20010612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018691588785046728,0.014018691588785047,0.07009345794392523,0.0514018691588785,0.102803738317757,0.014150943396226415,0.16355140186915887,0.07009345794392523,0.08504672897196261,0.0047169811320754715,0.0,0.0,0.0
20010613,0.015625,0.13636363636363635,0.33434343434343433,0.5161616161616162,0.33505154639175255,0.2857142857142857,0.04639175257731959,0.6458333333333334,1.5858585858585859,1.702970297029703,2.3592233009708736,3.4320388349514563,3.2403846153846154,0.9528301886792453,3.292452830188679,1.5,0.7718446601941747,2.306603773584906,1.4090909090909092,2.2908163265306123,1.385,2.205,4.969387755102041,4.6875
20010614,5.505,3.2473684210526317,4.319587628865979,6.154639175257732,6.357142857142857,1.9166666666666667,2.425531914893617,4.525510204081633,5.283505154639175,10.377551020408163,14.261904761904763,7.9714285714285715,9.349056603773585,7.316831683168317,6.284313725490196,3.089108910891089,2.519607843137255,1.285,1.53,2.205263157894737,1.1391752577319587,1.5380434782608696,5.846938775510204,2.3854166666666665
20010615,0.5380434782608695,0.04639175257731959,0.02040816326530612,0.19696969696969696,0.32323232323232326,1.55,1.1262626262626263,2.295,1.443298969072165,3.2877358490566038,3.1201923076923075,0.9380952380952381,1.1367924528301887,2.9514563106796117,2.5761904761904764,0.7864077669902912,0.7647058823529411,0.7233009708737864,0.5145631067961165,0.09223300970873786,0.019417475728155338,0.0,0.0,0.0
20010616,0.0,0.0,0.0,0.0,0.03398058252427184,0.0,0.0048543689320388345,0.3,0.14351851851851852,0.0,0.004629629629629629,0.0,0.009433962264150943,0.17452830188679244,0.25471698113207547,0.2783018867924528,1.070754716981132,1.019047619047619,0.5142857142857142,0.4423076923076923,0.03333333333333333,0.0,0.0,0.0
20010617,0.004901960784313725,0.0,0.0,0.0,0.004761904761904762,0.0,0.009523809523809525,0.004761904761904762,0.12735849056603774,0.1792452830188679,0.0,0.0,0.03773584905660377,0.24056603773584906,0.4811320754716981,1.9245283018867925,2.2427184466019416,2.97,2.15,0.275,0.025,0.046,0.0,0.005
20010618,0.005,0.0,0.0,0.0,0.0,0.005,0.02,1.278301886792453,0.2757009345794392,0.0047169811320754715,0.13240740740740742,0.07570093457943924,0.05327102803738318,0.4420560747663551,1.0878504672897196,1.8066037735849056,5.614285714285714,5.263207547169811,2.618867924528302,0.8627450980392157,0.8951923076923076,1.425,2.2188118811881186,3.5936842105263156
20010619,3.1042105263157893,1.643298969072165,0.8442105263157895,0.41041666666666665,0.4484848484848485,0.47474747474747475,0.26326530612244897,1.1979591836734695,3.512121212121212,4.752380952380952,4.502884615384615,3.488118811881188,3.1019417475728157,2.7598039215686274,2.3714285714285714,1.606730769230769,1.689622641509434,3.782178217821782,4.768686868686869,2.6833333333333336,2.3989795918367345,3.2843750000000003,3.6072164948453604,4.248958333333333
20010620,4.729166666666667,3.345360824742268,3.1804123711340204,2.1907216494845363,0.4791666666666667,0.6530612244897959,0.3326530612244898,0.8235294117647058,0.7285714285714285,0.37962962962962965,0.0,0.0,0.0,0.0,0.3148148148148148,0.8555555555555556,0.3177570093457944,0.027777777777777776,0.000925925925925926,0.0,0.0,0.0,0.0,0.0
20010621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26944444444444443,0.2740740740740741,0.24766355140186916,0.06542056074766354,0.2336448598130841,0.24766355140186916,0.0330188679245283
20010622,0.0,0.0,0.009345794392523364,0.0,0.004672897196261682,0.0,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.004672897196261682,0.02169811320754717,0.018691588785046728,0.0514018691588785,0.09345794392523364,0.34579439252336447,0.9611650485436893,0.28365384615384615,0.9851485148514851,1.142156862745098,2.202
20010623,2.3529411764705883,3.0294117647058822,3.806603773584906,4.942857142857143,4.190721649484536,3.6770833333333335,2.405263157894737,4.035714285714286,4.318367346938776,5.187619047619048,3.391509433962264,2.707920792079208,5.104761904761904,4.69811320754717,5.980769230769231,9.576190476190476,8.538095238095238,6.319587628865979,6.360824742268041,6.010309278350515,2.5543478260869565,0.23076923076923078,0.05851063829787234,0.35714285714285715
20010624,2.205263157894737,1.1397849462365592,0.6117021276595744,0.06666666666666667,0.059782608695652176,0.13978494623655913,0.07446808510638298,0.6236559139784946,2.115,2.0594059405940595,0.6451612903225806,0.18446601941747573,0.00980392156862745,0.04807692307692308,0.0,0.004807692307692308,0.0,0.14285714285714285,0.1201923076923077,0.12980769230769232,0.20098039215686275,0.19117647058823528,0.049019607843137254,0.0
